entidad,municipio,sembrada,cosechada,siniestrada,produccion,rendimiento_udm_ha_,anio,mes
Michoacán,Acuitzio,1901.0,1428.0,0.0,1450.0,1.02,2018,1
Michoacán,Aguililla,57.0,40.0,0.0,128.0,3.2,2018,1
Michoacán,Álvaro Obregón,11.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Apatzingán,981.0,120.0,0.0,100.0,0.83,2018,1
Michoacán,Aquila,5.0,5.0,0.0,3.74,0.75,2018,1
Michoacán,Ario,16088.0,14233.0,0.0,15252.0,1.07,2018,1
Michoacán,Coalcomán de Vázquez Pallares,880.0,416.0,0.0,1289.6,3.1,2018,1
Michoacán,Copándaro,2.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Cotija,2515.0,2481.0,0.0,3643.09,1.47,2018,1
Michoacán,Charapan,1400.0,1400.0,0.0,1400.0,1.0,2018,1
Michoacán,Charo,143.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Chilchota,681.0,605.0,0.0,605.0,1.0,2018,1
Michoacán,Chinicuila,123.0,120.0,0.0,18.3,0.15,2018,1
Michoacán,Erongarícuaro,670.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Hidalgo,51.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Huiramba,209.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Indaparapeo,5.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Irimbo,182.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Jiménez,500.0,80.0,0.0,92.0,1.15,2018,1
Michoacán,Jiquilpan,150.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Juárez,40.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Jungapeo,23.5,0.0,0.0,0.0,0.0,2018,1
Michoacán,Lagunillas,29.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Madero,1590.0,790.0,0.0,880.0,1.11,2018,1
Michoacán,Maravatío,9.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Morelia,1385.0,760.0,0.0,940.0,1.24,2018,1
Michoacán,Nocupétaro,4.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Nuevo Parangaricutiro,7520.0,7320.0,0.0,6774.67,0.93,2018,1
Michoacán,Nuevo Urecho,293.35,0.0,0.0,0.0,0.0,2018,1
Michoacán,Ocampo,87.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Pajacuarán,5.39,0.0,0.0,0.0,0.0,2018,1
Michoacán,Pátzcuaro,1063.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Peribán,12555.0,12343.0,0.0,17716.59,1.44,2018,1
Michoacán,Purépero,921.74,511.74,0.0,505.44,0.99,2018,1
Michoacán,Queréndaro,29.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Quiroga,213.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Los Reyes,6005.0,5848.0,0.0,9128.46,1.56,2018,1
Michoacán,Sahuayo,10.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Salvador Escalante,16293.0,15245.0,0.0,20161.8,1.32,2018,1
Michoacán,Susupuato,203.3,0.0,0.0,0.0,0.0,2018,1
Michoacán,Tacámbaro,17000.0,16455.0,0.0,15684.45,0.95,2018,1
Michoacán,Tancítaro,23650.0,23400.0,0.0,26688.34,1.14,2018,1
Michoacán,Tangamandapio,3054.0,2307.0,0.0,2028.97,0.88,2018,1
Michoacán,Tangancícuaro,2130.56,1802.88,0.0,1953.47,1.08,2018,1
Michoacán,Taretan,1850.0,1450.0,0.0,1305.0,0.9,2018,1
Michoacán,Tarímbaro,20.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Tingambato,4600.0,4600.0,0.0,5437.0,1.18,2018,1
Michoacán,Tingüindín,5220.0,5160.0,0.0,9063.6,1.76,2018,1
Michoacán,Tlazazalca,270.0,177.0,0.0,193.0,1.09,2018,1
Michoacán,Tocumbo,1004.0,991.0,0.0,1873.63,1.89,2018,1
Michoacán,Turicato,6255.0,5315.0,0.0,4225.0,0.79,2018,1
Michoacán,Tuxpan,380.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Tuzantla,20.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Tzintzuntzan,54.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Tzitzio,52.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Uruapan,16200.0,15800.0,0.0,19336.0,1.22,2018,1
Michoacán,Zacapu,3500.0,570.0,0.0,550.0,0.96,2018,1
Michoacán,Zinapécuaro,127.0,0.0,0.0,0.0,0.0,2018,1
Michoacán,Ziracuaretiro,4950.0,4950.0,0.0,5165.0,1.04,2018,1
Michoacán,Zitácuaro,1325.0,27.5,0.0,78.65,2.86,2018,1
Total,Total,166511.84,146751.12,0.0,173670.8,1.18,2018,1
Michoacán,Acuitzio,1901.0,1687.0,0.0,8210.0,4.87,2018,2
Michoacán,Aguililla,57.0,41.0,0.0,135.3,3.3,2018,2
Michoacán,Álvaro Obregón,11.0,6.0,0.0,21.0,3.5,2018,2
Michoacán,Apatzingán,981.0,592.0,0.0,240.5,0.41,2018,2
Michoacán,Aquila,5.0,5.0,0.0,3.97,0.79,2018,2
Michoacán,Ario,16088.0,14233.0,0.0,23704.0,1.67,2018,2
Michoacán,Coalcomán de Vázquez Pallares,880.0,429.0,0.0,1458.6,3.4,2018,2
Michoacán,Copándaro,2.0,2.0,0.0,2.8,1.4,2018,2
Michoacán,Cotija,2515.0,2481.0,0.0,7311.86,2.95,2018,2
Michoacán,Charapan,1400.0,1400.0,0.0,2500.0,1.79,2018,2
Michoacán,Charo,143.0,93.0,0.0,237.0,2.55,2018,2
Michoacán,Chilchota,681.0,605.0,0.0,1330.0,2.2,2018,2
Michoacán,Chinicuila,123.0,120.0,0.0,37.4,0.31,2018,2
Michoacán,Erongarícuaro,670.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Hidalgo,51.0,13.2,0.0,41.6,3.15,2018,2
Michoacán,Huiramba,209.0,147.0,0.0,893.3,6.08,2018,2
Michoacán,Indaparapeo,5.0,3.0,0.0,12.6,4.2,2018,2
Michoacán,Irimbo,182.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Jiménez,500.0,80.0,0.0,256.0,3.2,2018,2
Michoacán,Jiquilpan,150.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Juárez,40.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Jungapeo,23.5,4.3,0.0,17.3,4.02,2018,2
Michoacán,Lagunillas,29.0,11.0,0.0,14.02,1.27,2018,2
Michoacán,Madero,1590.0,1310.0,0.0,5963.0,4.55,2018,2
Michoacán,Maravatío,9.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Morelia,1385.0,1074.0,0.0,5295.0,4.93,2018,2
Michoacán,Nocupétaro,4.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Nuevo Parangaricutiro,7520.0,7320.0,0.0,22024.0,3.01,2018,2
Michoacán,Nuevo Urecho,293.35,0.0,0.0,0.0,0.0,2018,2
Michoacán,Ocampo,87.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Pajacuarán,5.39,0.0,0.0,0.0,0.0,2018,2
Michoacán,Pátzcuaro,1063.0,328.0,0.0,405.0,1.23,2018,2
Michoacán,Peribán,12555.0,12343.0,0.0,35963.6,2.91,2018,2
Michoacán,Purépero,921.74,511.74,0.0,991.98,1.94,2018,2
Michoacán,Queréndaro,29.0,18.0,0.0,32.0,1.78,2018,2
Michoacán,Quiroga,213.0,140.0,0.0,173.22,1.24,2018,2
Michoacán,Los Reyes,6005.0,5848.0,0.0,16458.48,2.81,2018,2
Michoacán,Sahuayo,10.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Salvador Escalante,16293.0,15245.0,0.0,27135.65,1.78,2018,2
Michoacán,Susupuato,203.3,20.3,0.0,64.41,3.17,2018,2
Michoacán,Tacámbaro,17000.0,16455.0,0.0,36146.5,2.2,2018,2
Michoacán,Tancítaro,23650.0,23400.0,0.0,57490.0,2.46,2018,2
Michoacán,Tangamandapio,3054.0,2307.0,0.0,6066.0,2.63,2018,2
Michoacán,Tangancícuaro,2130.56,1802.88,0.0,4872.62,2.7,2018,2
Michoacán,Taretan,1850.0,1450.0,0.0,2670.0,1.84,2018,2
Michoacán,Tarímbaro,20.0,20.0,0.0,64.0,3.2,2018,2
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Tingambato,4600.0,4600.0,0.0,7450.0,1.62,2018,2
Michoacán,Tingüindín,5220.0,5160.0,0.0,16713.79,3.24,2018,2
Michoacán,Tlazazalca,270.0,177.0,0.0,376.0,2.12,2018,2
Michoacán,Tocumbo,1004.0,991.0,0.0,3403.1,3.43,2018,2
Michoacán,Turicato,6255.0,5315.0,0.0,8364.43,1.57,2018,2
Michoacán,Tuxpan,380.0,45.7,0.0,329.7,7.21,2018,2
Michoacán,Tuzantla,20.0,0.0,0.0,0.0,0.0,2018,2
Michoacán,Tzintzuntzan,54.0,27.0,0.0,31.2,1.16,2018,2
Michoacán,Tzitzio,52.0,44.0,0.0,60.0,1.36,2018,2
Michoacán,Uruapan,16200.0,15800.0,0.0,39750.0,2.52,2018,2
Michoacán,Zacapu,3500.0,570.0,0.0,1490.0,2.61,2018,2
Michoacán,Zinapécuaro,127.0,68.0,0.0,83.0,1.22,2018,2
Michoacán,Ziracuaretiro,4950.0,4950.0,0.0,9075.0,1.83,2018,2
Michoacán,Zitácuaro,1325.0,64.4,0.0,283.72,4.41,2018,2
Total,Total,166511.84,149357.52,0.0,355652.65,2.38,2018,2
Michoacán,Acuitzio,1901.0,1687.0,0.0,9729.2,5.77,2018,3
Michoacán,Aguililla,57.0,43.0,0.0,145.34,3.38,2018,3
Michoacán,Álvaro Obregón,11.0,6.0,0.0,27.6,4.6,2018,3
Michoacán,Apatzingán,981.0,592.0,0.0,910.0,1.54,2018,3
Michoacán,Aquila,5.0,5.0,0.0,4.2,0.84,2018,3
Michoacán,Ario,16088.0,14233.0,0.0,42068.55,2.96,2018,3
Michoacán,Coalcomán de Vázquez Pallares,880.0,447.0,0.0,1555.56,3.48,2018,3
Michoacán,Copándaro,2.0,2.0,0.0,4.0,2.0,2018,3
Michoacán,Cotija,2515.0,2481.0,0.0,10518.24,4.24,2018,3
Michoacán,Charapan,1400.0,1400.0,0.0,4200.0,3.0,2018,3
Michoacán,Charo,143.0,93.0,0.0,343.0,3.69,2018,3
Michoacán,Chilchota,681.0,605.0,0.0,1875.0,3.1,2018,3
Michoacán,Chinicuila,123.0,120.0,0.0,66.5,0.55,2018,3
Michoacán,Erongarícuaro,670.0,570.0,0.0,1350.4,2.37,2018,3
Michoacán,Hidalgo,51.0,15.1,0.0,48.1,3.19,2018,3
Michoacán,Huiramba,209.0,147.0,0.0,980.5,6.67,2018,3
Michoacán,Indaparapeo,5.0,3.0,0.0,15.0,5.0,2018,3
Michoacán,Irimbo,182.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Jiménez,500.0,80.0,0.0,340.0,4.25,2018,3
Michoacán,Jiquilpan,150.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Juárez,40.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Jungapeo,23.5,11.1,0.0,74.35,6.7,2018,3
Michoacán,Lagunillas,29.0,11.0,0.0,27.6,2.51,2018,3
Michoacán,Madero,1590.0,1310.0,0.0,8164.0,6.23,2018,3
Michoacán,Maravatío,9.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Morelia,1385.0,1074.0,0.0,7588.0,7.07,2018,3
Michoacán,Nocupétaro,4.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Nuevo Parangaricutiro,7520.0,7320.0,0.0,26350.0,3.6,2018,3
Michoacán,Nuevo Urecho,293.35,190.0,0.0,207.69,1.09,2018,3
Michoacán,Ocampo,87.0,12.2,0.0,35.51,2.91,2018,3
Michoacán,Pajacuarán,5.39,0.0,0.0,0.0,0.0,2018,3
Michoacán,Pátzcuaro,1063.0,328.0,0.0,780.9,2.38,2018,3
Michoacán,Peribán,12555.0,12343.0,0.0,55712.7,4.51,2018,3
Michoacán,Purépero,921.74,511.74,0.0,1440.72,2.82,2018,3
Michoacán,Queréndaro,29.0,18.0,0.0,36.0,2.0,2018,3
Michoacán,Quiroga,213.0,140.0,0.0,275.8,1.97,2018,3
Michoacán,Los Reyes,6005.0,5848.0,0.0,24151.5,4.13,2018,3
Michoacán,Sahuayo,10.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Salvador Escalante,16293.0,15245.0,0.0,45230.5,2.97,2018,3
Michoacán,Susupuato,203.3,20.3,0.0,93.32,4.6,2018,3
Michoacán,Tacámbaro,17000.0,16455.0,0.0,44393.16,2.7,2018,3
Michoacán,Tancítaro,23650.0,23400.0,0.0,81700.0,3.49,2018,3
Michoacán,Tangamandapio,3054.0,2307.0,0.0,7829.4,3.39,2018,3
Michoacán,Tangancícuaro,2130.56,1802.88,0.0,6174.58,3.42,2018,3
Michoacán,Taretan,1850.0,1450.0,0.0,4540.0,3.13,2018,3
Michoacán,Tarímbaro,20.0,20.0,0.0,80.0,4.0,2018,3
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Tingambato,4600.0,4600.0,0.0,12700.0,2.76,2018,3
Michoacán,Tingüindín,5220.0,5160.0,0.0,27372.21,5.3,2018,3
Michoacán,Tlazazalca,270.0,177.0,0.0,401.0,2.27,2018,3
Michoacán,Tocumbo,1004.0,991.0,0.0,4670.45,4.71,2018,3
Michoacán,Turicato,6255.0,5315.0,0.0,15065.33,2.83,2018,3
Michoacán,Tuxpan,380.0,145.7,0.0,1156.42,7.94,2018,3
Michoacán,Tuzantla,20.0,0.0,0.0,0.0,0.0,2018,3
Michoacán,Tzintzuntzan,54.0,27.0,0.0,76.4,2.83,2018,3
Michoacán,Tzitzio,52.0,44.0,0.0,154.0,3.5,2018,3
Michoacán,Uruapan,16200.0,15800.0,0.0,59900.0,3.79,2018,3
Michoacán,Zacapu,3500.0,570.0,0.0,1900.0,3.33,2018,3
Michoacán,Zinapécuaro,127.0,68.0,0.0,226.5,3.33,2018,3
Michoacán,Ziracuaretiro,4950.0,4950.0,0.0,15600.0,3.15,2018,3
Michoacán,Zitácuaro,1325.0,123.5,0.0,612.36,4.96,2018,3
Total,Total,166511.84,150317.52,0.0,528901.59,3.52,2018,3
Michoacán,Acuitzio,1901.0,1687.0,0.0,11801.2,7.0,2018,4
Michoacán,Aguililla,57.0,43.0,0.0,150.51,3.5,2018,4
Michoacán,Álvaro Obregón,11.0,6.0,0.0,28.2,4.7,2018,4
Michoacán,Apatzingán,981.0,592.0,0.0,1300.0,2.2,2018,4
Michoacán,Aquila,5.0,5.0,0.0,4.9,0.98,2018,4
Michoacán,Ario,16088.0,14233.0,0.0,61190.4,4.3,2018,4
Michoacán,Coalcomán de Vázquez Pallares,880.0,452.0,0.0,1762.8,3.9,2018,4
Michoacán,Copándaro,2.0,2.0,0.0,4.2,2.1,2018,4
Michoacán,Cotija,2515.0,2481.0,0.0,13291.3,5.36,2018,4
Michoacán,Charapan,1400.0,1400.0,0.0,5250.0,3.75,2018,4
Michoacán,Charo,143.0,93.0,0.0,351.0,3.77,2018,4
Michoacán,Chilchota,681.0,605.0,0.0,2423.0,4.0,2018,4
Michoacán,Chinicuila,123.0,120.0,0.0,90.5,0.75,2018,4
Michoacán,Erongarícuaro,670.0,570.0,0.0,2087.5,3.66,2018,4
Michoacán,Hidalgo,51.0,17.3,0.0,52.16,3.02,2018,4
Michoacán,Huiramba,209.0,147.0,0.0,1136.8,7.73,2018,4
Michoacán,Indaparapeo,5.0,3.0,0.0,15.4,5.13,2018,4
Michoacán,Irimbo,182.0,20.2,0.0,109.35,5.41,2018,4
Michoacán,Jiménez,500.0,80.0,0.0,370.0,4.63,2018,4
Michoacán,Jiquilpan,150.0,0.0,0.0,0.0,0.0,2018,4
Michoacán,Juárez,40.0,5.3,0.0,44.25,8.35,2018,4
Michoacán,Jungapeo,23.5,13.8,0.0,79.96,5.79,2018,4
Michoacán,Lagunillas,29.0,11.0,0.0,39.15,3.56,2018,4
Michoacán,Madero,1590.0,1310.0,0.0,9390.0,7.17,2018,4
Michoacán,Maravatío,9.0,0.0,0.0,0.0,0.0,2018,4
Michoacán,Morelia,1385.0,1074.0,0.0,9800.0,9.12,2018,4
Michoacán,Nocupétaro,4.0,0.0,0.0,0.0,0.0,2018,4
Michoacán,Nuevo Parangaricutiro,7520.0,7320.0,0.0,33200.0,4.54,2018,4
Michoacán,Nuevo Urecho,293.35,190.0,0.0,237.36,1.25,2018,4
Michoacán,Ocampo,87.0,12.2,0.0,49.34,4.04,2018,4
Michoacán,Pajacuarán,5.39,0.0,0.0,0.0,0.0,2018,4
Michoacán,Pátzcuaro,1063.0,328.0,0.0,1114.7,3.4,2018,4
Michoacán,Peribán,12555.0,12343.0,0.0,68742.52,5.57,2018,4
Michoacán,Purépero,921.74,511.74,0.0,1971.36,3.85,2018,4
Michoacán,Queréndaro,29.0,18.0,0.0,38.0,2.11,2018,4
Michoacán,Quiroga,213.0,140.0,0.0,418.8,2.99,2018,4
Michoacán,Los Reyes,6005.0,5848.0,0.0,31980.98,5.47,2018,4
Michoacán,Sahuayo,10.0,0.0,0.0,0.0,0.0,2018,4
Michoacán,Salvador Escalante,16293.0,15245.0,0.0,61817.3,4.05,2018,4
Michoacán,Susupuato,203.3,20.3,0.0,93.32,4.6,2018,4
Michoacán,Tacámbaro,17000.0,16455.0,0.0,49187.99,2.99,2018,4
Michoacán,Tancítaro,23650.0,23400.0,0.0,101500.0,4.34,2018,4
Michoacán,Tangamandapio,3054.0,2307.0,0.0,11224.8,4.87,2018,4
Michoacán,Tangancícuaro,2130.56,1802.88,0.0,7815.96,4.34,2018,4
Michoacán,Taretan,1850.0,1450.0,0.0,5709.0,3.94,2018,4
Michoacán,Tarímbaro,20.0,20.0,0.0,82.0,4.1,2018,4
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2018,4
Michoacán,Tingambato,4600.0,4600.0,0.0,15743.0,3.42,2018,4
Michoacán,Tingüindín,5220.0,5160.0,0.0,31160.92,6.04,2018,4
Michoacán,Tlazazalca,270.0,177.0,0.0,628.0,3.55,2018,4
Michoacán,Tocumbo,1004.0,991.0,0.0,6184.75,6.24,2018,4
Michoacán,Turicato,6255.0,5315.0,0.0,16651.0,3.13,2018,4
Michoacán,Tuxpan,380.0,176.5,0.0,1228.54,6.96,2018,4
Michoacán,Tuzantla,20.0,0.0,0.0,0.0,0.0,2018,4
Michoacán,Tzintzuntzan,54.0,27.0,0.0,102.14,3.78,2018,4
Michoacán,Tzitzio,52.0,44.0,0.0,190.0,4.32,2018,4
Michoacán,Uruapan,16200.0,15800.0,0.0,74550.0,4.72,2018,4
Michoacán,Zacapu,3500.0,570.0,0.0,2660.0,4.67,2018,4
Michoacán,Zinapécuaro,127.0,68.0,0.0,230.2,3.39,2018,4
Michoacán,Ziracuaretiro,4950.0,4950.0,0.0,19855.0,4.01,2018,4
Michoacán,Zitácuaro,1325.0,123.5,0.0,616.24,4.99,2018,4
Total,Total,166511.84,150383.72,0.0,665755.8,4.43,2018,4
Michoacán,Acuitzio,1901.0,1687.0,0.0,12100.0,7.17,2018,5
Michoacán,Aguililla,57.0,45.0,0.0,184.5,4.1,2018,5
Michoacán,Álvaro Obregón,11.0,6.0,0.0,30.0,5.0,2018,5
Michoacán,Apatzingán,981.0,592.0,0.0,2275.0,3.84,2018,5
Michoacán,Aquila,5.0,5.0,0.0,5.2,1.04,2018,5
Michoacán,Ario,16088.0,14233.0,0.0,77251.2,5.43,2018,5
Michoacán,Coalcomán de Vázquez Pallares,880.0,523.0,0.0,2248.9,4.3,2018,5
Michoacán,Copándaro,2.0,2.0,0.0,6.2,3.1,2018,5
Michoacán,Cotija,2515.0,2481.0,0.0,14067.68,5.67,2018,5
Michoacán,Charapan,1400.0,1400.0,0.0,6500.0,4.64,2018,5
Michoacán,Charo,143.0,93.0,0.0,390.0,4.19,2018,5
Michoacán,Chilchota,681.0,605.0,0.0,2775.0,4.59,2018,5
Michoacán,Chinicuila,123.0,120.0,0.0,114.1,0.95,2018,5
Michoacán,Erongarícuaro,670.0,570.0,0.0,3438.1,6.03,2018,5
Michoacán,Hidalgo,51.0,23.4,0.0,117.26,5.01,2018,5
Michoacán,Huiramba,209.0,147.0,0.0,1350.7,9.19,2018,5
Michoacán,Indaparapeo,5.0,3.0,0.0,16.8,5.6,2018,5
Michoacán,Irimbo,182.0,75.5,0.0,495.07,6.56,2018,5
Michoacán,Jiménez,500.0,80.0,0.0,600.0,7.5,2018,5
Michoacán,Jiquilpan,150.0,0.0,0.0,0.0,0.0,2018,5
Michoacán,Juárez,40.0,8.4,0.0,87.34,10.4,2018,5
Michoacán,Jungapeo,23.5,18.9,0.0,152.87,8.09,2018,5
Michoacán,Lagunillas,29.0,11.0,0.0,67.5,6.14,2018,5
Michoacán,Madero,1590.0,1310.0,0.0,10000.0,7.63,2018,5
Michoacán,Maravatío,9.0,0.0,0.0,0.0,0.0,2018,5
Michoacán,Morelia,1385.0,1074.0,0.0,10400.0,9.68,2018,5
Michoacán,Nocupétaro,4.0,0.0,0.0,0.0,0.0,2018,5
Michoacán,Nuevo Parangaricutiro,7520.0,7320.0,0.0,39500.0,5.4,2018,5
Michoacán,Nuevo Urecho,293.35,190.0,0.0,670.54,3.53,2018,5
Michoacán,Ocampo,87.0,16.7,0.0,103.55,6.2,2018,5
Michoacán,Pajacuarán,5.39,0.0,0.0,0.0,0.0,2018,5
Michoacán,Pátzcuaro,1063.0,328.0,0.0,1675.0,5.11,2018,5
Michoacán,Peribán,12555.0,12343.0,0.0,70379.61,5.7,2018,5
Michoacán,Purépero,921.74,511.74,0.0,2255.0,4.41,2018,5
Michoacán,Queréndaro,29.0,18.0,0.0,40.0,2.22,2018,5
Michoacán,Quiroga,213.0,140.0,0.0,640.75,4.58,2018,5
Michoacán,Los Reyes,6005.0,5848.0,0.0,32983.24,5.64,2018,5
Michoacán,Sahuayo,10.0,0.0,0.0,0.0,0.0,2018,5
Michoacán,Salvador Escalante,16293.0,15245.0,0.0,78281.0,5.13,2018,5
Michoacán,Susupuato,203.3,34.4,0.0,189.06,5.5,2018,5
Michoacán,Tacámbaro,17000.0,16455.0,0.0,59425.75,3.61,2018,5
Michoacán,Tancítaro,23650.0,23400.0,0.0,117700.0,5.03,2018,5
Michoacán,Tangamandapio,3054.0,2307.0,0.0,12750.0,5.53,2018,5
Michoacán,Tangancícuaro,2130.56,1802.88,0.0,9329.0,5.17,2018,5
Michoacán,Taretan,1850.0,1450.0,0.0,8100.0,5.59,2018,5
Michoacán,Tarímbaro,20.0,20.0,0.0,88.0,4.4,2018,5
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2018,5
Michoacán,Tingambato,4600.0,4600.0,0.0,21600.0,4.7,2018,5
Michoacán,Tingüindín,5220.0,5160.0,0.0,32418.84,6.28,2018,5
Michoacán,Tlazazalca,270.0,177.0,0.0,820.0,4.63,2018,5
Michoacán,Tocumbo,1004.0,991.0,0.0,6321.5,6.38,2018,5
Michoacán,Turicato,6255.0,5315.0,0.0,20518.2,3.86,2018,5
Michoacán,Tuxpan,380.0,245.7,0.0,1909.0,7.77,2018,5
Michoacán,Tuzantla,20.0,0.0,0.0,0.0,0.0,2018,5
Michoacán,Tzintzuntzan,54.0,27.0,0.0,170.8,6.33,2018,5
Michoacán,Tzitzio,52.0,44.0,0.0,200.0,4.55,2018,5
Michoacán,Uruapan,16200.0,15800.0,0.0,86400.0,5.47,2018,5
Michoacán,Zacapu,3500.0,570.0,0.0,3500.0,6.14,2018,5
Michoacán,Zinapécuaro,127.0,68.0,0.0,248.2,3.65,2018,5
Michoacán,Ziracuaretiro,4950.0,4950.0,0.0,24700.0,4.99,2018,5
Michoacán,Zitácuaro,1325.0,391.7,0.0,2484.81,6.34,2018,5
Total,Total,166511.84,150882.32,0.0,780075.27,5.17,2018,5
Michoacán,Acuitzio,1901.0,1687.0,0.0,12200.0,7.23,2018,6
Michoacán,Aguililla,57.0,45.0,0.0,216.0,4.8,2018,6
Michoacán,Álvaro Obregón,11.0,6.0,0.0,32.0,5.33,2018,6
Michoacán,Apatzingán,981.0,592.0,0.0,2275.86,3.84,2018,6
Michoacán,Aquila,5.0,5.0,0.0,5.7,1.14,2018,6
Michoacán,Ario,16088.0,14233.0,0.0,90791.2,6.38,2018,6
Michoacán,Coalcomán de Vázquez Pallares,880.0,523.0,0.0,2562.7,4.9,2018,6
Michoacán,Copándaro,2.0,2.0,0.0,7.5,3.75,2018,6
Michoacán,Cotija,2515.0,2481.0,0.0,14656.36,5.91,2018,6
Michoacán,Charapan,1400.0,1400.0,0.0,7700.0,5.5,2018,6
Michoacán,Charo,143.0,93.0,0.0,460.0,4.95,2018,6
Michoacán,Chilchota,681.0,605.0,0.0,3400.0,5.62,2018,6
Michoacán,Chinicuila,123.0,120.0,0.0,142.3,1.19,2018,6
Michoacán,Erongarícuaro,670.0,570.0,0.0,4135.4,7.26,2018,6
Michoacán,Hidalgo,51.0,28.1,0.0,184.09,6.55,2018,6
Michoacán,Huiramba,209.0,147.0,0.0,1460.8,9.94,2018,6
Michoacán,Indaparapeo,5.0,3.0,0.0,22.0,7.33,2018,6
Michoacán,Irimbo,182.0,89.7,0.0,693.42,7.73,2018,6
Michoacán,Jiménez,500.0,80.0,0.0,650.0,8.13,2018,6
Michoacán,Jiquilpan,150.0,0.0,0.0,0.0,0.0,2018,6
Michoacán,Juárez,40.0,8.4,0.0,87.34,10.4,2018,6
Michoacán,Jungapeo,23.5,19.9,0.0,163.54,8.22,2018,6
Michoacán,Lagunillas,29.0,11.0,0.0,85.7,7.79,2018,6
Michoacán,Madero,1590.0,1310.0,0.0,10200.0,7.79,2018,6
Michoacán,Maravatío,9.0,0.0,0.0,0.0,0.0,2018,6
Michoacán,Morelia,1385.0,1074.0,0.0,10700.0,9.96,2018,6
Michoacán,Nocupétaro,4.0,0.0,0.0,0.0,0.0,2018,6
Michoacán,Nuevo Parangaricutiro,7520.0,7320.0,0.0,46850.0,6.4,2018,6
Michoacán,Nuevo Urecho,293.35,190.0,0.0,771.42,4.06,2018,6
Michoacán,Ocampo,87.0,16.7,0.0,103.55,6.2,2018,6
Michoacán,Pajacuarán,5.39,5.39,0.0,20.0,3.71,2018,6
Michoacán,Pátzcuaro,1063.0,328.0,0.0,1967.3,6.0,2018,6
Michoacán,Peribán,12555.0,12343.0,0.0,75515.48,6.12,2018,6
Michoacán,Purépero,921.74,511.74,0.0,2550.0,4.98,2018,6
Michoacán,Queréndaro,29.0,18.0,0.0,40.0,2.22,2018,6
Michoacán,Quiroga,213.0,140.0,0.0,860.9,6.15,2018,6
Michoacán,Los Reyes,6005.0,5848.0,0.0,34667.44,5.93,2018,6
Michoacán,Sahuayo,10.0,0.0,0.0,0.0,0.0,2018,6
Michoacán,Salvador Escalante,16293.0,15245.0,0.0,95601.0,6.27,2018,6
Michoacán,Susupuato,203.3,34.4,0.0,189.06,5.5,2018,6
Michoacán,Tacámbaro,17000.0,16455.0,0.0,72848.88,4.43,2018,6
Michoacán,Tancítaro,23650.0,23400.0,0.0,134180.0,5.73,2018,6
Michoacán,Tangamandapio,3054.0,2307.0,0.0,14811.0,6.42,2018,6
Michoacán,Tangancícuaro,2130.56,1802.88,0.0,10585.0,5.87,2018,6
Michoacán,Taretan,1850.0,1450.0,0.0,9600.0,6.62,2018,6
