entidad,municipio,sembrada,cosechada,siniestrada,produccion,rendimiento_udm_ha_,anio,mes
Michoacán,Nocupétaro,6.0,6.0,0.0,45.0,7.5,2020,9
Michoacán,Nuevo Parangaricutiro,8940.0,8940.0,0.0,73523.06,8.22,2020,9
Michoacán,Nuevo Urecho,293.35,208.1,0.0,1828.39,8.79,2020,9
Michoacán,Ocampo,94.3,87.0,0.0,555.0,6.38,2020,9
Michoacán,Pajacuarán,6.0,6.0,0.0,48.0,8.0,2020,9
Michoacán,Pátzcuaro,1090.0,863.0,0.0,6416.59,7.44,2020,9
Michoacán,Peribán,11716.0,11705.0,0.0,100615.62,8.6,2020,9
Michoacán,Purépero,859.0,851.0,0.0,5489.08,6.45,2020,9
Michoacán,Queréndaro,32.0,18.0,0.0,132.0,7.33,2020,9
Michoacán,Quiroga,20.0,20.0,0.0,149.4,7.47,2020,9
Michoacán,Los Reyes,6329.0,6314.0,0.0,53112.35,8.41,2020,9
Michoacán,Sahuayo,10.0,10.0,0.0,80.0,8.0,2020,9
Michoacán,Salvador Escalante,16515.0,16205.0,0.0,131166.47,8.09,2020,9
Michoacán,Susupuato,203.3,203.3,0.0,1400.0,6.89,2020,9
Michoacán,Tacámbaro,17110.0,16969.0,0.0,124201.54,7.32,2020,9
Michoacán,Tancítaro,22940.0,22940.0,0.0,178649.9,7.79,2020,9
Michoacán,Tangamandapio,3056.0,3056.0,0.0,24777.97,8.11,2020,9
Michoacán,Tangancícuaro,1854.0,1850.0,0.0,13618.65,7.36,2020,9
Michoacán,Tanhuato,10.0,2.0,0.0,20.5,10.25,2020,9
Michoacán,Taretan,2300.0,2300.0,0.0,18242.85,7.93,2020,9
Michoacán,Tarímbaro,2.0,2.0,0.0,12.8,6.4,2020,9
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2020,9
Michoacán,Tingambato,4150.0,4150.0,0.0,30580.44,7.37,2020,9
Michoacán,Tingüindín,5351.0,5336.0,0.0,47675.27,8.93,2020,9
Michoacán,Tlazazalca,274.0,270.0,0.0,1848.37,6.85,2020,9
Michoacán,Tocumbo,1038.0,1023.0,0.0,8077.68,7.9,2020,9
Michoacán,Turicato,6347.0,6045.0,0.0,47068.91,7.79,2020,9
Michoacán,Tuxpan,380.0,380.0,0.0,1858.98,4.89,2020,9
Michoacán,Tuzantla,18.0,18.0,0.0,250.0,13.89,2020,9
Michoacán,Tzintzuntzan,54.0,47.0,0.0,319.65,6.8,2020,9
Michoacán,Tzitzio,54.0,44.0,0.0,288.0,6.55,2020,9
Michoacán,Uruapan,17490.0,17490.0,0.0,146041.05,8.35,2020,9
Michoacán,Vista Hermosa,2.0,0.0,0.0,0.0,0.0,2020,9
Michoacán,Yurécuaro,7.0,2.0,0.0,20.0,10.0,2020,9
Michoacán,Zacapu,3910.0,2962.0,0.0,24750.0,8.36,2020,9
Michoacán,Zinapécuaro,140.0,57.0,0.0,490.0,8.6,2020,9
Michoacán,Ziracuaretiro,5225.0,5225.0,0.0,45623.36,8.73,2020,9
Michoacán,Zitácuaro,1325.0,1252.38,0.0,10900.0,8.7,2020,9
Total,Total,169939.45,165946.66,0.0,1331810.32,8.03,2020,9
Michoacán,Acuitzio,2007.0,1842.0,0.0,15221.56,8.26,2020,10
Michoacán,Aguililla,45.0,36.0,0.0,355.0,9.86,2020,10
Michoacán,Apatzingán,981.0,644.0,0.0,4856.34,7.54,2020,10
Michoacán,Aquila,5.0,5.0,0.0,10.14,2.03,2020,10
Michoacán,Ario,16226.0,15858.0,0.0,149395.93,9.42,2020,10
Michoacán,Coalcomán de Vázquez Pallares,523.0,478.0,0.0,3523.0,7.37,2020,10
Michoacán,Coeneo,55.0,35.0,0.0,315.0,9.0,2020,10
Michoacán,Copándaro,4.0,4.0,0.0,31.72,7.93,2020,10
Michoacán,Cotija,2544.0,2533.0,0.0,21613.4,8.53,2020,10
Michoacán,Charapan,1780.0,1780.0,0.0,14101.69,7.92,2020,10
Michoacán,Charo,44.0,32.0,0.0,203.95,6.37,2020,10
Michoacán,Chilchota,1331.0,1321.0,0.0,10518.98,7.96,2020,10
Michoacán,Chinicuila,94.0,94.0,0.0,214.11,2.28,2020,10
Michoacán,Erongarícuaro,686.0,642.0,0.0,6691.54,10.42,2020,10
Michoacán,Hidalgo,51.0,51.0,0.0,360.0,7.06,2020,10
Michoacán,Huiramba,218.0,197.0,0.0,1685.72,8.56,2020,10
Michoacán,Indaparapeo,5.0,3.0,0.0,19.03,6.34,2020,10
Michoacán,Irimbo,182.0,182.0,0.0,1200.0,6.59,2020,10
Michoacán,Jiménez,560.0,500.0,0.0,4330.0,8.66,2020,10
Michoacán,Jiquilpan,150.0,70.0,0.0,760.0,10.86,2020,10
Michoacán,Juárez,40.0,40.0,0.0,200.0,5.0,2020,10
Michoacán,Jungapeo,23.5,23.5,0.0,188.0,8.0,2020,10
Michoacán,Lagunillas,37.0,26.0,0.0,220.25,8.47,2020,10
Michoacán,Madero,1665.0,1438.0,0.0,12904.02,8.97,2020,10
Michoacán,Maravatío,9.0,9.0,0.0,60.0,6.67,2020,10
Michoacán,Morelia,1369.0,1198.0,0.0,11068.34,9.24,2020,10
Michoacán,Morelos,137.0,92.0,0.0,860.0,9.35,2020,10
Michoacán,Nocupétaro,6.0,6.0,0.0,46.0,7.67,2020,10
Michoacán,Nuevo Parangaricutiro,8940.0,8940.0,0.0,80751.75,9.03,2020,10
Michoacán,Nuevo Urecho,293.35,208.1,0.0,1927.71,9.26,2020,10
Michoacán,Ocampo,94.3,87.0,0.0,569.0,6.54,2020,10
Michoacán,Pajacuarán,6.0,6.0,0.0,53.0,8.83,2020,10
Michoacán,Pátzcuaro,1090.0,863.0,0.0,7209.41,8.35,2020,10
Michoacán,Peribán,11716.0,11705.0,0.0,109521.71,9.36,2020,10
Michoacán,Purépero,859.0,851.0,0.0,6232.32,7.32,2020,10
Michoacán,Queréndaro,32.0,18.0,0.0,138.68,7.7,2020,10
Michoacán,Quiroga,20.0,20.0,0.0,167.86,8.39,2020,10
Michoacán,Los Reyes,6329.0,6314.0,0.0,59101.0,9.36,2020,10
Michoacán,Sahuayo,10.0,10.0,0.0,100.0,10.0,2020,10
Michoacán,Salvador Escalante,16515.0,16205.0,0.0,147373.06,9.09,2020,10
Michoacán,Susupuato,203.3,203.3,0.0,1600.0,7.87,2020,10
Michoacán,Tacámbaro,17110.0,16969.0,0.0,139547.57,8.22,2020,10
Michoacán,Tancítaro,22940.0,22940.0,0.0,196214.47,8.55,2020,10
Michoacán,Tangamandapio,3056.0,3056.0,0.0,27642.33,9.05,2020,10
Michoacán,Tangancícuaro,1854.0,1850.0,0.0,15192.98,8.21,2020,10
Michoacán,Tanhuato,10.0,2.0,0.0,22.0,11.0,2020,10
Michoacán,Taretan,2300.0,2300.0,0.0,20036.45,8.71,2020,10
Michoacán,Tarímbaro,2.0,2.0,0.0,13.6,6.8,2020,10
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2020,10
Michoacán,Tingambato,4150.0,4150.0,0.0,33587.07,8.09,2020,10
Michoacán,Tingüindín,5351.0,5336.0,0.0,55017.47,10.31,2020,10
Michoacán,Tlazazalca,274.0,270.0,0.0,2053.93,7.61,2020,10
Michoacán,Tocumbo,1038.0,1023.0,0.0,9011.46,8.81,2020,10
Michoacán,Turicato,6347.0,6045.0,0.0,52884.63,8.75,2020,10
Michoacán,Tuxpan,380.0,380.0,0.0,2320.0,6.11,2020,10
Michoacán,Tuzantla,18.0,18.0,0.0,250.0,13.89,2020,10
Michoacán,Tzintzuntzan,54.0,47.0,0.0,359.14,7.64,2020,10
Michoacán,Tzitzio,54.0,44.0,0.0,299.0,6.8,2020,10
Michoacán,Uruapan,17490.0,17490.0,0.0,160399.59,9.17,2020,10
Michoacán,Vista Hermosa,2.0,0.0,0.0,0.0,0.0,2020,10
Michoacán,Yurécuaro,7.0,2.0,0.0,21.5,10.75,2020,10
Michoacán,Zacapu,3910.0,2962.0,0.0,26500.0,8.95,2020,10
Michoacán,Zinapécuaro,140.0,57.0,0.0,507.6,8.91,2020,10
Michoacán,Ziracuaretiro,5225.0,5225.0,0.0,50108.98,9.59,2020,10
Michoacán,Zitácuaro,1325.0,1325.0,0.0,11300.0,8.53,2020,10
Total,Total,169939.45,166062.9,0.0,1478989.0,8.91,2020,10
Michoacán,Acuitzio,2007.0,1842.0,0.0,16158.0,8.77,2020,11
Michoacán,Aguililla,45.0,36.0,0.0,420.0,11.67,2020,11
Michoacán,Apatzingán,981.0,644.0,0.0,4989.39,7.75,2020,11
Michoacán,Aquila,5.0,5.0,0.0,10.98,2.2,2020,11
Michoacán,Ario,16226.0,15858.0,0.0,164411.3,10.37,2020,11
Michoacán,Coalcomán de Vázquez Pallares,523.0,478.0,0.0,4023.0,8.42,2020,11
Michoacán,Coeneo,55.0,35.0,0.0,335.0,9.57,2020,11
Michoacán,Copándaro,4.0,4.0,0.0,33.0,8.25,2020,11
Michoacán,Cotija,2544.0,2533.0,0.0,22536.0,8.9,2020,11
Michoacán,Charapan,1780.0,1780.0,0.0,14500.0,8.15,2020,11
Michoacán,Charo,44.0,32.0,0.0,215.0,6.72,2020,11
Michoacán,Chilchota,1331.0,1321.0,0.0,11010.0,8.33,2020,11
Michoacán,Chinicuila,94.0,94.0,0.0,228.42,2.43,2020,11
Michoacán,Erongarícuaro,686.0,642.0,0.0,7250.6,11.29,2020,11
Michoacán,Hidalgo,51.0,51.0,0.0,370.0,7.25,2020,11
Michoacán,Huiramba,218.0,197.0,0.0,1922.4,9.76,2020,11
Michoacán,Indaparapeo,5.0,3.0,0.0,20.0,6.67,2020,11
Michoacán,Irimbo,182.0,182.0,0.0,1420.0,7.8,2020,11
Michoacán,Jiménez,560.0,500.0,0.0,4600.0,9.2,2020,11
Michoacán,Jiquilpan,150.0,70.0,0.0,800.0,11.43,2020,11
Michoacán,Juárez,40.0,40.0,0.0,390.0,9.75,2020,11
Michoacán,Jungapeo,23.5,23.5,0.0,197.0,8.38,2020,11
Michoacán,Lagunillas,37.0,26.0,0.0,245.7,9.45,2020,11
Michoacán,Madero,1665.0,1438.0,0.0,13500.2,9.39,2020,11
Michoacán,Maravatío,9.0,9.0,0.0,63.0,7.0,2020,11
Michoacán,Morelia,1369.0,1198.0,0.0,11260.48,9.4,2020,11
Michoacán,Morelos,137.0,92.0,0.0,860.0,9.35,2020,11
Michoacán,Nocupétaro,6.0,6.0,0.0,46.0,7.67,2020,11
Michoacán,Nuevo Parangaricutiro,8940.0,8940.0,0.0,84300.0,9.43,2020,11
Michoacán,Nuevo Urecho,293.35,208.1,0.0,2016.61,9.69,2020,11
Michoacán,Ocampo,94.3,87.0,0.0,629.0,7.23,2020,11
Michoacán,Pajacuarán,6.0,6.0,0.0,58.0,9.67,2020,11
Michoacán,Pátzcuaro,1090.0,863.0,0.0,8350.0,9.68,2020,11
Michoacán,Peribán,11716.0,11705.0,0.0,115600.0,9.88,2020,11
Michoacán,Purépero,859.0,851.0,0.0,6500.0,7.64,2020,11
Michoacán,Queréndaro,32.0,18.0,0.0,143.0,7.94,2020,11
Michoacán,Quiroga,20.0,20.0,0.0,189.7,9.48,2020,11
Michoacán,Los Reyes,6329.0,6314.0,0.0,63700.0,10.09,2020,11
Michoacán,Sahuayo,10.0,10.0,0.0,100.0,10.0,2020,11
Michoacán,Salvador Escalante,16515.0,16205.0,0.0,158910.1,9.81,2020,11
Michoacán,Susupuato,203.3,203.3,0.0,1910.0,9.39,2020,11
Michoacán,Tacámbaro,17110.0,16969.0,0.0,157376.0,9.27,2020,11
Michoacán,Tancítaro,22940.0,22940.0,0.0,202800.0,8.84,2020,11
Michoacán,Tangamandapio,3056.0,3056.0,0.0,30330.0,9.92,2020,11
Michoacán,Tangancícuaro,1854.0,1850.0,0.0,16100.0,8.7,2020,11
Michoacán,Tanhuato,10.0,2.0,0.0,23.2,11.6,2020,11
Michoacán,Taretan,2300.0,2300.0,0.0,20800.0,9.04,2020,11
Michoacán,Tarímbaro,2.0,2.0,0.0,14.0,7.0,2020,11
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2020,11
Michoacán,Tingambato,4150.0,4150.0,0.0,34600.0,8.34,2020,11
Michoacán,Tingüindín,5351.0,5336.0,0.0,57955.0,10.86,2020,11
Michoacán,Tlazazalca,274.0,270.0,0.0,2220.0,8.22,2020,11
Michoacán,Tocumbo,1038.0,1023.0,0.0,9577.0,9.36,2020,11
Michoacán,Turicato,6347.0,6045.0,0.0,59755.0,9.89,2020,11
Michoacán,Tuxpan,380.0,380.0,0.0,2610.0,6.87,2020,11
Michoacán,Tuzantla,18.0,18.0,0.0,260.0,14.44,2020,11
Michoacán,Tzintzuntzan,54.0,47.0,0.0,435.9,9.27,2020,11
Michoacán,Tzitzio,54.0,44.0,0.0,305.0,6.93,2020,11
Michoacán,Uruapan,17490.0,17490.0,0.0,165700.0,9.47,2020,11
Michoacán,Vista Hermosa,2.0,0.0,0.0,0.0,0.0,2020,11
Michoacán,Yurécuaro,7.0,2.0,0.0,22.5,11.25,2020,11
Michoacán,Zacapu,3910.0,2962.0,0.0,28000.0,9.45,2020,11
Michoacán,Zinapécuaro,140.0,57.0,0.0,530.0,9.3,2020,11
Michoacán,Ziracuaretiro,5225.0,5225.0,0.0,51425.0,9.84,2020,11
Michoacán,Zitácuaro,1325.0,1325.0,0.0,12510.0,9.44,2020,11
Total,Total,169939.45,166062.9,0.0,1577570.48,9.5,2020,11
Michoacán,Acuitzio,2007.0,1842.0,0.0,16793.0,9.12,2020,12
Michoacán,Aguililla,45.0,36.0,0.0,475.2,13.2,2020,12
Michoacán,Apatzingán,981.0,644.0,0.0,6652.52,10.33,2020,12
Michoacán,Aquila,5.0,5.0,0.0,11.5,2.3,2020,12
Michoacán,Ario,16226.0,15858.0,0.0,191350.3,12.07,2020,12
Michoacán,Coalcomán de Vázquez Pallares,523.0,478.0,0.0,4732.2,9.9,2020,12
Michoacán,Coeneo,55.0,35.0,0.0,355.0,10.14,2020,12
Michoacán,Copándaro,4.0,4.0,0.0,35.0,8.75,2020,12
Michoacán,Cotija,2544.0,2533.0,0.0,27032.5,10.67,2020,12
Michoacán,Charapan,1780.0,1780.0,0.0,16198.0,9.1,2020,12
Michoacán,Charo,44.0,32.0,0.0,225.0,7.03,2020,12
Michoacán,Chilchota,1331.0,1321.0,0.0,13156.4,9.96,2020,12
Michoacán,Chinicuila,94.0,94.0,0.0,253.8,2.7,2020,12
Michoacán,Erongarícuaro,686.0,642.0,0.0,8570.7,13.35,2020,12
Michoacán,Hidalgo,51.0,51.0,0.0,370.0,7.25,2020,12
Michoacán,Huiramba,218.0,197.0,0.0,2159.12,10.96,2020,12
Michoacán,Indaparapeo,5.0,3.0,0.0,21.0,7.0,2020,12
Michoacán,Irimbo,182.0,182.0,0.0,1420.0,7.8,2020,12
Michoacán,Jiménez,560.0,500.0,0.0,5000.0,10.0,2020,12
Michoacán,Jiquilpan,150.0,70.0,0.0,924.0,13.2,2020,12
Michoacán,Juárez,40.0,40.0,0.0,390.0,9.75,2020,12
Michoacán,Jungapeo,23.5,23.5,0.0,197.0,8.38,2020,12
Michoacán,Lagunillas,37.0,26.0,0.0,282.1,10.85,2020,12
Michoacán,Madero,1665.0,1438.0,0.0,14236.2,9.9,2020,12
Michoacán,Maravatío,9.0,9.0,0.0,63.0,7.0,2020,12
Michoacán,Morelia,1369.0,1198.0,0.0,12211.0,10.19,2020,12
Michoacán,Morelos,137.0,92.0,0.0,860.0,9.35,2020,12
Michoacán,Nocupétaro,6.0,6.0,0.0,46.0,7.67,2020,12
Michoacán,Nuevo Parangaricutiro,8940.0,8940.0,0.0,92756.0,10.38,2020,12
Michoacán,Nuevo Urecho,293.35,208.1,0.0,2168.4,10.42,2020,12
Michoacán,Ocampo,94.3,87.0,0.0,629.0,7.23,2020,12
Michoacán,Pajacuarán,6.0,6.0,0.0,66.0,11.0,2020,12
Michoacán,Pátzcuaro,1090.0,863.0,0.0,9234.0,10.7,2020,12
Michoacán,Peribán,11716.0,11705.0,0.0,139039.7,11.88,2020,12
Michoacán,Purépero,859.0,851.0,0.0,7659.0,9.0,2020,12
Michoacán,Queréndaro,32.0,18.0,0.0,153.0,8.5,2020,12
Michoacán,Quiroga,20.0,20.0,0.0,215.0,10.75,2020,12
Michoacán,Los Reyes,6329.0,6314.0,0.0,74031.3,11.72,2020,12
Michoacán,Sahuayo,10.0,10.0,0.0,113.0,11.3,2020,12
Michoacán,Salvador Escalante,16515.0,16205.0,0.0,188759.36,11.65,2020,12
Michoacán,Susupuato,203.3,203.3,0.0,1910.0,9.39,2020,12
Michoacán,Tacámbaro,17110.0,16969.0,0.0,178736.25,10.53,2020,12
Michoacán,Tancítaro,22940.0,22940.0,0.0,225383.0,9.82,2020,12
Michoacán,Tangamandapio,3056.0,3056.0,0.0,34573.05,11.31,2020,12
Michoacán,Tangancícuaro,1854.0,1850.0,0.0,19002.3,10.27,2020,12
Michoacán,Tanhuato,10.0,2.0,0.0,25.0,12.5,2020,12
Michoacán,Taretan,2300.0,2300.0,0.0,23015.0,10.01,2020,12
Michoacán,Tarímbaro,2.0,2.0,0.0,15.0,7.5,2020,12
Michoacán,Tepalcatepec,17.0,0.0,0.0,0.0,0.0,2020,12
Michoacán,Tingambato,4150.0,4150.0,0.0,38580.0,9.3,2020,12
Michoacán,Tingüindín,5351.0,5336.0,0.0,66522.0,12.47,2020,12
Michoacán,Tlazazalca,274.0,270.0,0.0,2542.0,9.41,2020,12
Michoacán,Tocumbo,1038.0,1023.0,0.0,11270.9,11.02,2020,12
Michoacán,Turicato,6347.0,6045.0,0.0,67735.8,11.21,2020,12
Michoacán,Tuxpan,380.0,380.0,0.0,2610.0,6.87,2020,12
Michoacán,Tuzantla,18.0,18.0,0.0,260.0,14.44,2020,12
Michoacán,Tzintzuntzan,54.0,47.0,0.0,460.0,9.79,2020,12
Michoacán,Tzitzio,54.0,44.0,0.0,315.0,7.16,2020,12
Michoacán,Uruapan,17490.0,17490.0,0.0,184244.0,10.53,2020,12
Michoacán,Vista Hermosa,2.0,0.0,0.0,0.0,0.0,2020,12
Michoacán,Yurécuaro,7.0,2.0,0.0,24.0,12.0,2020,12
Michoacán,Zacapu,3910.0,2962.0,0.0,29000.0,9.79,2020,12
Michoacán,Zinapécuaro,140.0,57.0,0.0,560.0,9.82,2020,12
Michoacán,Ziracuaretiro,5225.0,5225.0,0.0,57558.0,11.02,2020,12
Michoacán,Zitácuaro,1325.0,1325.0,0.0,12510.0,9.44,2020,12
Total,Total,169939.45,166062.9,0.0,1795695.61,10.81,2020,12
