Anio,Idestado,Nomestado,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
2008,27,Tabasco,153,Emiliano Zapata,3,Tenosique,17,Tenosique,11.0,11.0,0.0,77.0,7.0,7000.0,539000.0
2008,27,Tabasco,153,Emiliano Zapata,4,Balancán,1,Balancán,2.0,2.0,0.0,10.0,5.0,7000.0,70000.0
2008,28,Tamaulipas,161,Jaumave,1,Jaumave,17,Jaumave,3.0,3.0,0.0,30.0,10.0,7000.0,210000.0
2008,28,Tamaulipas,162,Mante,3,Ocampo,29,Ocampo,5.5,5.5,0.0,22.0,4.0,2000.0,44000.0
2008,26,Sonora,149,Navojoa,2,Etchojoa,26,Etchojoa,5.0,5.0,0.0,65.0,13.0,4500.0,292500.0
2008,28,Tamaulipas,163,González,2,González,12,González,15.0,15.0,0.0,247.5,16.5,1200.0,297000.0
2008,30,Veracruz,170,Coatepec,2,Perote,25,Ayahualulco,5.0,5.0,0.0,40.0,8.0,8000.0,320000.0
2008,30,Veracruz,170,Coatepec,2,Perote,86,Jalacingo,46.0,46.0,0.0,759.0,16.5,8000.0,6072000.0
2008,30,Veracruz,171,Fortín,4,Zongolica,137,Los Reyes,3.0,3.0,0.0,11.91,3.97,5000.0,59550.0
2008,30,Veracruz,171,Fortín,4,Zongolica,159,Tehuipango,5.0,5.0,0.0,19.8,3.96,5000.0,99000.0
2008,30,Veracruz,171,Fortín,4,Zongolica,171,Texhuacán,6.0,6.0,0.0,24.48,4.08,5000.0,122400.0
2008,30,Veracruz,171,Fortín,4,Zongolica,184,Tlaquilpa,6.0,6.0,0.0,23.82,3.97,5000.0,119100.0
2008,30,Veracruz,171,Fortín,4,Zongolica,201,Zongolica,4.0,4.0,0.0,16.2,4.05,5000.0,81000.0
2008,30,Veracruz,171,Fortín,6,Huatusco,8,Alpatláhuac,32.0,32.0,0.0,320.0,10.0,4000.0,1280000.0
2008,30,Veracruz,171,Fortín,6,Huatusco,29,Calcahualco,50.0,50.0,0.0,500.0,10.0,4000.0,2000000.0
2008,30,Veracruz,171,Fortín,6,Huatusco,47,Coscomatepec,90.0,90.0,0.0,900.0,10.0,4000.0,3600000.0
2008,31,Yucatán,179,Mérida,1,Izamal,7,Cacalchén,1.0,1.0,0.0,6.0,6.0,3000.0,18000.0
2008,30,Veracruz,170,Coatepec,2,Perote,10,Altotonga,25.0,25.0,0.0,400.0,16.0,8000.0,3200000.0
2008,31,Yucatán,179,Mérida,1,Izamal,35,Hoctún,1.5,1.5,0.0,9.0,6.0,3000.0,27000.0
2008,26,Sonora,149,Navojoa,1,Navojoa,42,Navojoa,15.0,15.0,0.0,195.0,13.0,4500.0,877500.0
2008,25,Sinaloa,136,Culiacán,4,Culiacán,18,Navolato,6.0,6.0,0.0,65.0,10.83,9600.0,624000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,199,Xiutetelco,70.0,70.0,0.0,140.0,2.0,7000.0,980000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,204,Yaonáhuac,40.0,40.0,0.0,80.0,2.0,7000.0,560000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,212,Zautla,10.0,10.0,0.0,20.0,2.0,7000.0,140000.0
2008,21,Puebla,114,Libres,2,Guadalupe Victoria,50,Chichiquila,137.0,137.0,0.0,498.0,3.64,9246.99,4605000.0
2008,21,Puebla,114,Libres,2,Guadalupe Victoria,58,Chilchotla,61.8,61.8,0.0,153.6,2.49,5429.69,834000.0
2008,21,Puebla,114,Libres,2,Guadalupe Victoria,116,Quimixtlán,150.0,150.0,0.0,660.0,4.4,9318.18,6150000.0
2008,21,Puebla,115,Cholula,1,Atlixco,19,Atlixco,150.0,150.0,0.0,1200.0,8.0,7850.0,9420000.0
2008,21,Puebla,115,Cholula,1,Atlixco,69,Huaquechula,40.0,40.0,0.0,320.0,8.0,7800.0,2496000.0
2008,21,Puebla,115,Cholula,1,Atlixco,175,Tianguismanalco,28.0,28.0,0.0,224.0,8.0,7750.0,1736000.0
2008,21,Puebla,115,Cholula,1,Atlixco,188,Tochimilco,90.0,90.0,0.0,720.0,8.0,7800.0,5616000.0
2008,21,Puebla,115,Cholula,3,Texmelucan,126,San Jerónimo Tecuanipan,5.0,5.0,0.0,35.0,7.0,2500.0,87500.0
2008,25,Sinaloa,138,Mazatlán,2,Concordia,4,Concordia,4.0,4.0,0.0,16.0,4.0,8000.0,128000.0
2008,21,Puebla,116,Izúcar de Matamoros,4,Acatlán,112,Petlalcingo,20.0,20.0,0.0,180.0,9.0,5200.0,936000.0
2008,21,Puebla,117,Tecamachalco,2,Tepexi de Rodríguez,206,Zacapala,100.0,100.0,0.0,1255.0,12.55,6215.14,7800000.0
2008,22,Querétaro,120,Cadereyta,1,Cadereyta,4,Cadereyta de Montes,25.0,25.0,0.0,77.5,3.1,4100.0,317750.0
2008,22,Querétaro,120,Cadereyta,3,Tolimán,13,Peñamiller,29.0,29.0,0.0,107.3,3.7,4300.0,461390.0
2008,22,Querétaro,120,Cadereyta,3,Tolimán,18,Tolimán,25.0,25.0,0.0,98.0,3.92,4200.0,411600.0
2008,22,Querétaro,120,Cadereyta,4,San Joaquín,15,San Joaquín,6.0,6.0,0.0,16.8,2.8,4500.0,75600.0
2008,22,Querétaro,122,Querétaro,1,Villa Corregidora,6,Corregidora,10.0,10.0,0.0,22.0,2.2,6100.0,134200.0
2008,23,Quintana Roo,123,Chetumal,2,Bacalar,4,Othón P. Blanco,16.0,16.0,0.0,341.0,21.31,1200.0,409200.0
2008,24,San Luis Potosí,126,San Luis Potosí,5,Villa de Reyes,32,Santa María del Río,8.0,8.0,0.0,64.0,8.0,6000.0,384000.0
2008,24,San Luis Potosí,128,Matehuala,1,Cedral,6,Catorce,5.0,5.0,0.0,7.5,1.5,9000.0,67500.0
2008,25,Sinaloa,136,Culiacán,2,El Tamarindo,13,Mocorito,50.0,50.0,0.0,522.0,10.44,9300.0,4854600.0
2008,25,Sinaloa,136,Culiacán,3,Navolato,18,Navolato,12.0,12.0,0.0,129.0,10.75,9800.0,1264200.0
2008,21,Puebla,117,Tecamachalco,2,Tepexi de Rodríguez,169,Tepexi de Rodríguez,100.0,100.0,0.0,1220.0,12.2,6393.44,7800000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,186,Tlatlauquitepec,50.0,50.0,0.0,100.0,2.0,7000.0,700000.0
2008,31,Yucatán,179,Mérida,1,Izamal,40,Izamal,9.0,9.0,0.0,54.0,6.0,3000.0,162000.0
2008,31,Yucatán,179,Mérida,2,Acanceh,2,Acanceh,2.0,2.0,0.0,14.0,7.0,5000.0,70000.0
2008,31,Yucatán,180,Ticul,2,Oxkutzcab,56,Oxkutzcab,141.0,140.0,0.0,4024.0,28.74,2500.0,10060000.0
2008,31,Yucatán,180,Ticul,2,Oxkutzcab,62,Sacalum,1.0,1.0,0.0,28.0,28.0,1500.0,42000.0
2008,31,Yucatán,180,Ticul,2,Oxkutzcab,89,Ticul,85.0,76.0,0.0,2278.0,29.97,2000.0,4556000.0
2008,31,Yucatán,180,Ticul,3,Tekax,79,Tekax,21.0,20.0,0.0,280.0,14.0,2600.0,728000.0
2008,31,Yucatán,180,Ticul,3,Tekax,79,Tekax,5.0,5.0,0.0,40.0,8.0,2600.0,104000.0
2008,31,Yucatán,180,Ticul,4,Tzucacab,16,Chacsinkín,2.0,2.0,0.0,24.0,12.0,2000.0,48000.0
2008,31,Yucatán,180,Ticul,4,Tzucacab,58,Peto,8.0,8.0,0.0,96.0,12.0,2500.0,240000.0
2008,31,Yucatán,180,Ticul,4,Tzucacab,73,Tahdziú,2.0,2.0,0.0,21.0,10.5,1800.0,37800.0
2008,31,Yucatán,180,Ticul,4,Tzucacab,94,Tixmehuac,2.0,2.0,0.0,22.0,11.0,1800.0,39600.0
2008,31,Yucatán,180,Ticul,4,Tzucacab,98,Tzucacab,8.0,8.0,0.0,109.0,13.63,2000.0,218000.0
2008,31,Yucatán,180,Ticul,4,Tzucacab,98,Tzucacab,8.0,8.0,0.0,90.0,11.25,2000.0,180000.0
2008,31,Yucatán,180,Ticul,2,Oxkutzcab,47,Maní,20.0,20.0,0.0,560.0,28.0,2000.0,1120000.0
2008,31,Yucatán,181,Tizimín,1,Sucilá,6,Buctzotz,6.0,6.0,0.0,24.0,4.0,10000.0,240000.0
2008,31,Yucatán,181,Tizimín,1,Sucilá,65,San Felipe,1.0,1.0,0.0,5.2,5.2,6000.0,31200.0
2008,31,Yucatán,181,Tizimín,1,Sucilá,70,Sucilá,6.5,0.0,0.0,0.0,0.0,0.0,0.0
2008,31,Yucatán,181,Tizimín,2,Espita,97,Tunkás,7.0,7.0,0.0,23.8,3.4,4000.0,95200.0
2008,31,Yucatán,181,Tizimín,3,Tizimín,8,Calotmul,2.0,2.0,0.0,5.5,2.75,4000.0,22000.0
2008,31,Yucatán,181,Tizimín,3,Tizimín,85,Temozón,3.0,3.0,0.0,8.5,2.83,4000.0,34000.0
2008,31,Yucatán,181,Tizimín,3,Tizimín,96,Tizimín,6.0,6.0,0.0,6.0,1.0,4000.0,24000.0
2008,32,Zacatecas,187,Jerez,1,Villa Nueva,20,Jerez,10.0,10.0,0.0,95.0,9.5,2100.0,199500.0
2008,32,Zacatecas,187,Jerez,1,Villa Nueva,43,Susticacán,1.0,1.0,0.0,7.0,7.0,2000.0,14000.0
2008,32,Zacatecas,190,Jalpa,1,Nochistlán,34,Nochistlán de Mejía,2.0,2.0,0.0,12.0,6.0,7500.0,90000.0
2008,32,Zacatecas,190,Jalpa,4,Jalpa,1,Apozol,34.0,34.0,0.0,204.0,6.0,7500.0,1530000.0
2008,32,Zacatecas,190,Jalpa,2,Juchipila,28,Mezquital del Oro,5.0,5.0,0.0,22.5,4.5,7500.0,168750.0
2008,31,Yucatán,181,Tizimín,1,Sucilá,57,Panabá,3.0,3.0,0.0,23.0,7.67,3000.0,69000.0
2008,31,Yucatán,179,Mérida,1,Izamal,78,Tekantó,1.5,1.5,0.0,9.0,6.0,3000.0,27000.0
2008,31,Yucatán,180,Ticul,2,Oxkutzcab,25,Dzán,28.0,28.0,0.0,787.0,28.11,2500.0,1967500.0
2008,31,Yucatán,180,Ticul,2,Oxkutzcab,3,Akil,65.0,65.0,0.0,1875.0,28.85,2500.0,4687500.0
2008,31,Yucatán,179,Mérida,2,Acanceh,34,Hocabá,3.3,3.3,0.0,26.4,8.0,4000.0,105600.0
2008,31,Yucatán,179,Mérida,2,Acanceh,36,Homún,1.0,1.0,0.0,7.0,7.0,3000.0,21000.0
2008,31,Yucatán,179,Mérida,2,Acanceh,37,Huhí,1.0,1.0,0.0,7.0,7.0,4000.0,28000.0
2008,31,Yucatán,179,Mérida,2,Acanceh,64,Sanahcat,0.5,0.5,0.0,3.5,7.0,4000.0,14000.0
2008,31,Yucatán,179,Mérida,2,Acanceh,67,Seyé,2.0,2.0,0.0,16.0,8.0,4000.0,64000.0
2008,31,Yucatán,179,Mérida,2,Acanceh,76,Tecoh,2.0,2.0,0.0,14.0,7.0,4000.0,56000.0
2008,31,Yucatán,179,Mérida,2,Acanceh,80,Tekit,2.0,2.0,0.0,16.0,8.0,4000.0,64000.0
2008,31,Yucatán,179,Mérida,3,Dzidzantún,9,Cansahcab,1.0,1.0,0.0,10.0,10.0,3000.0,30000.0
2008,31,Yucatán,179,Mérida,3,Dzidzantún,27,Dzidzantún,4.0,3.0,0.0,30.0,10.0,3000.0,90000.0
2008,31,Yucatán,179,Mérida,3,Dzidzantún,29,Dzilam González,3.0,2.0,0.0,20.0,10.0,3000.0,60000.0
2008,31,Yucatán,179,Mérida,3,Dzidzantún,31,Dzoncauich,3.0,2.0,0.0,20.0,10.0,3000.0,60000.0
2008,31,Yucatán,180,Ticul,2,Oxkutzcab,24,Chumayel,2.0,2.0,0.0,49.0,24.5,1500.0,73500.0
2008,31,Yucatán,179,Mérida,3,Dzidzantún,72,Suma,1.0,1.0,0.0,10.0,10.0,3000.0,30000.0
2008,31,Yucatán,179,Mérida,3,Dzidzantún,106,Yobaín,1.0,1.0,0.0,10.0,10.0,3000.0,30000.0
2008,31,Yucatán,179,Mérida,6,Umán,1,Abalá,2.0,2.0,0.0,30.0,15.0,4000.0,120000.0
2008,31,Yucatán,179,Mérida,6,Umán,23,Chocholá,1.5,1.5,0.0,22.5,15.0,4000.0,90000.0
2008,31,Yucatán,179,Mérida,6,Umán,41,Kanasín,2.0,2.0,0.0,32.0,16.0,5000.0,160000.0
2008,31,Yucatán,179,Mérida,6,Umán,50,Mérida,13.0,12.0,0.0,180.0,15.0,5000.0,900000.0
2008,31,Yucatán,179,Mérida,6,Umán,101,Umán,3.0,3.0,0.0,45.0,15.0,4000.0,180000.0
2008,31,Yucatán,179,Mérida,7,Hunucmá,38,Hunucmá,2.0,2.0,0.0,5.0,2.5,5600.0,28000.0
2008,31,Yucatán,179,Mérida,7,Hunucmá,38,Hunucmá,30.0,30.0,0.0,169.0,5.63,4000.0,676000.0
2008,31,Yucatán,179,Mérida,7,Hunucmá,44,Kinchil,4.0,4.0,0.0,16.0,4.0,6000.0,96000.0
2008,31,Yucatán,179,Mérida,7,Hunucmá,100,Ucú,5.0,5.0,0.0,30.0,6.0,5000.0,150000.0
2008,31,Yucatán,180,Ticul,1,Muna,53,Muna,17.5,17.0,0.0,272.0,16.0,4000.0,1088000.0
2008,31,Yucatán,179,Mérida,3,Dzidzantún,84,Temax,2.0,1.0,0.0,10.0,10.0,3000.0,30000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,174,Teziutlán,150.0,150.0,0.0,300.0,2.0,7000.0,2100000.0
2008,32,Zacatecas,190,Jalpa,2,Juchipila,23,Juchipila,4.0,4.0,0.0,18.0,4.5,7500.0,135000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,75,Hueyapan,80.0,80.0,0.0,160.0,2.0,7000.0,1120000.0
2008,19,Nuevo León,103,Galeana,1,Galeana,17,Galeana,20.0,20.0,0.0,60.0,3.0,8000.0,480000.0
2008,19,Nuevo León,103,Galeana,4,Aramberri,7,Aramberri,344.0,344.0,0.0,688.0,2.0,7000.0,4816000.0
2008,19,Nuevo León,103,Galeana,4,Aramberri,24,General Zaragoza,69.0,69.0,0.0,138.0,2.0,7000.0,966000.0
2008,20,Oaxaca,104,Huajuapan de León,1,Huajuapan,4,Asunción Cuyotepeji,0.25,0.25,0.0,1.4,5.6,7100.0,9940.0
2008,20,Oaxaca,104,Huajuapan de León,1,Huajuapan,39,Heroica Ciudad de Huajuapan de León,2.0,2.0,0.0,1.0,0.5,7500.0,7500.0
2008,20,Oaxaca,104,Huajuapan de León,1,Huajuapan,89,San Andrés Dinicuiti,3.0,3.0,0.0,2.0,0.67,7000.0,14000.0
2008,20,Oaxaca,104,Huajuapan de León,1,Huajuapan,520,Santo Domingo Tonalá,10.0,10.0,0.0,16.0,1.6,7200.0,115200.0
2008,20,Oaxaca,104,Huajuapan de León,1,Huajuapan,549,"H. V. Tezoatlán de Segura y Luna, C. de la I.de O.",2.0,2.0,0.0,6.6,3.3,7150.0,47190.0
2008,20,Oaxaca,104,Huajuapan de León,2,Tamazulapan,405,Villa de Chilapa de Díaz,5.0,5.0,0.0,50.0,10.0,8100.0,405000.0
2008,20,Oaxaca,104,Huajuapan de León,2,Tamazulapan,540,Villa de Tamazulápam del Progreso,12.0,12.0,0.0,120.0,10.0,8150.0,978000.0
2008,20,Oaxaca,105,Valles Centrales,1,Etla,108,San Antonio Huitepec,7.0,7.0,0.0,33.6,4.8,11000.0,369600.0
2008,19,Nuevo León,102,Montemorelos,4,Cadereyta Jiménez,9,Cadereyta Jiménez,8.0,8.0,0.0,40.0,5.0,7000.0,280000.0
2008,20,Oaxaca,105,Valles Centrales,1,Etla,388,Santa Inés del Monte,8.0,8.0,0.0,41.36,5.17,11065.0,457648.4
2008,20,Oaxaca,105,Valles Centrales,1,Etla,565,Villa de Zaachila,1.0,1.0,0.0,5.0,5.0,11100.0,55500.0
2008,20,Oaxaca,105,Valles Centrales,2,Tlacolula,233,San Lucas Quiaviní,2.0,2.0,0.0,7.5,3.75,11100.0,83250.0
2008,20,Oaxaca,105,Valles Centrales,2,Tlacolula,475,Santiago Matatlán,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,105,Valles Centrales,2,Tlacolula,560,Villa Díaz Ordaz,7.0,5.0,0.0,25.0,5.0,11150.0,278750.0
2008,20,Oaxaca,105,Valles Centrales,3,Miahuatlán,235,San Luis Amatlán,1.0,1.0,0.0,5.2,5.2,11100.0,57720.0
2008,20,Oaxaca,105,Valles Centrales,3,Miahuatlán,512,Santo Domingo Ozolotepec,3.0,1.0,0.0,5.5,5.5,11150.0,61325.0
2008,20,Oaxaca,107,Istmo,5,Tequisistlán,410,Santa María Ecatepec,149.0,80.0,0.0,1140.0,14.25,8000.0,9120000.0
2008,20,Oaxaca,107,Istmo,5,Tequisistlán,428,Santa María Quiegolani,45.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,42,Ixtlán de Juárez,9.0,9.0,0.0,36.0,4.0,6500.0,234000.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,191,San Juan Chicomezúchil,2.0,2.0,0.0,8.0,4.0,6500.0,52000.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,260,San Miguel Aloápam,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,105,Valles Centrales,1,Etla,555,Trinidad Zaachila,6.0,6.0,0.0,30.0,5.0,11080.0,332400.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,335,San Pedro Yaneri,4.0,4.0,0.0,16.0,4.0,6500.0,104000.0
2008,19,Nuevo León,102,Montemorelos,1,Montemorelos,43,Rayones,196.0,196.0,0.0,1372.0,7.0,6000.0,8232000.0
2008,19,Nuevo León,101,Apodaca,5,Apodaca,48,Santa Catarina,0.75,0.75,0.0,3.45,4.6,7500.0,25875.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,173,Teteles de Avila Castillo,25.0,25.0,0.0,50.0,2.0,7000.0,350000.0
2008,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,29,Yautepec,4.0,4.0,0.0,36.0,9.0,10000.0,360000.0
2008,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcán/Yecapixtla,16,Ocuituco,1457.0,1457.0,0.0,12174.0,8.36,10272.48,125057200.0
2008,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcán/Yecapixtla,22,Tetela del Volcán,2.0,2.0,0.0,19.0,9.5,12400.0,235600.0
2008,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcán/Yecapixtla,22,Tetela del Volcán,878.0,878.0,0.0,7017.0,7.99,9811.89,68850000.0
2008,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcán/Yecapixtla,30,Yecapixtla,53.0,53.0,0.0,530.0,10.0,12000.0,6360000.0
2008,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcán/Yecapixtla,30,Yecapixtla,402.0,402.0,0.0,2830.0,7.04,9034.63,25568000.0
2008,18,Nayarit,95,Santiago Ixcuintla,1,Tuxpan,11,Ruíz,6.0,6.0,0.0,36.0,6.0,3000.0,108000.0
2008,18,Nayarit,95,Santiago Ixcuintla,2,Tizate,15,Santiago Ixcuintla,3.0,3.0,0.0,18.0,6.0,3000.0,54000.0
2008,18,Nayarit,96,Compostela,1,Peñita de Jaltemba/Las Varas,4,Compostela,3.5,3.5,0.0,21.35,6.1,7600.0,162260.0
2008,18,Nayarit,96,Compostela,2,San Juan de Abajo,20,Bahía de Banderas,8.0,8.0,0.0,64.0,8.0,4000.0,256000.0
2008,19,Nuevo León,102,Montemorelos,1,Montemorelos,4,Allende,8.0,8.0,0.0,48.0,6.0,8000.0,384000.0
2008,18,Nayarit,97,Ahuacatlán,1,Ahuacatlán,2,Ahuacatlán,4.5,4.5,0.0,40.5,9.0,8000.0,324000.0
2008,18,Nayarit,97,Ahuacatlán,1,Ahuacatlán,6,Ixtlán del Río,5.0,5.0,0.0,43.0,8.6,5000.0,215000.0
2008,18,Nayarit,97,Ahuacatlán,1,Ahuacatlán,6,Ixtlán del Río,5.75,5.75,0.0,57.5,10.0,5000.0,287500.0
2008,18,Nayarit,97,Ahuacatlán,1,Ahuacatlán,7,Jala,0.5,0.5,0.0,3.5,7.0,2800.0,9800.0
2008,18,Nayarit,97,Ahuacatlán,2,Santa María del Oro,14,Santa María del Oro,5.96,5.96,0.0,58.41,9.8,4500.0,262845.0
2008,18,Nayarit,97,Ahuacatlán,2,Santa María del Oro,14,Santa María del Oro,39.0,36.0,0.0,432.0,12.0,5000.0,2160000.0
2008,18,Nayarit,99,Tepic,1,San Blas,8,Xalisco,956.3,956.3,0.0,10232.41,10.7,6000.0,61394460.0
2008,18,Nayarit,99,Tepic,1,San Blas,12,San Blas,8.0,8.0,0.0,60.0,7.5,1200.0,72000.0
2008,18,Nayarit,99,Tepic,1,San Blas,12,San Blas,519.0,519.0,0.0,3633.0,7.0,1200.0,4359600.0
2008,18,Nayarit,99,Tepic,1,San Blas,17,Tepic,85.0,85.0,0.0,977.5,11.5,6000.0,5865000.0
2008,18,Nayarit,99,Tepic,1,San Blas,17,Tepic,1051.0,1051.0,0.0,11035.5,10.5,6000.0,66213000.0
2008,19,Nuevo León,100,Anáhuac,3,Sabinas Hidalgo,8,Bustamante,39.0,39.0,0.0,95.5,2.45,8500.0,811750.0
2008,18,Nayarit,97,Ahuacatlán,1,Ahuacatlán,3,Amatlán de Cañas,2.0,2.0,0.0,14.0,7.0,2800.0,39200.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,363,Santa Catarina Ixtepeji,1.0,1.0,0.0,4.0,4.0,6500.0,26000.0
2008,19,Nuevo León,100,Anáhuac,3,Sabinas Hidalgo,44,Sabinas Hidalgo,67.0,67.0,0.0,165.9,2.48,8500.0,1410150.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,496,Santiago Xiacuí,1.0,1.0,0.0,4.0,4.0,6500.0,26000.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,326,San Pedro Sochiápam,4.0,4.0,0.0,13.2,3.3,3860.61,50960.05
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,330,San Pedro Teutila,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,355,Santa Ana Cuauhtémoc,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,425,Santa María Pápalo,2.0,2.0,0.0,6.4,3.2,4000.0,25600.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,438,Santa María Tlalixtac,2.0,2.0,0.0,6.4,3.2,4000.0,25600.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,478,Santiago Nacaltepec,10.0,6.0,0.0,20.4,3.4,4000.0,81600.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,527,Santos Reyes Pápalo,8.0,4.0,0.0,13.6,3.4,4000.0,54400.0
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,29,Eloxochitlán de Flores Magón,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,40,Huautepec,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,41,Huautla de Jiménez,14.0,2.0,0.0,5.6,2.8,4207.14,23559.98
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,58,Mazatlán Villa de Flores,21.0,9.0,0.0,67.5,7.5,7500.0,506250.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,311,San Pedro Jaltepetongo,4.0,4.0,0.0,12.0,3.0,3866.67,46400.04
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,171,San José Tenango,9.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,234,San Lucas Zoquiápam,10.0,7.0,0.0,23.1,3.3,4069.7,94010.07
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,249,San Mateo Yoloxochitlán,6.0,2.0,0.0,5.7,2.85,4047.37,23070.01
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,354,Santa Ana Ateixtlahuaca,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,21,Puebla,112,Zacatlán,1,Zacatlán,39,Cuautempan,30.0,30.0,0.0,96.0,3.2,1662.5,159600.0
2008,21,Puebla,112,Zacatlán,1,Zacatlán,172,Tetela de Ocampo,50.0,50.0,0.0,160.0,3.2,1662.5,266000.0
2008,21,Puebla,112,Zacatlán,1,Zacatlán,208,Zacatlán,30.0,30.0,0.0,96.0,3.2,1662.5,159600.0
2008,21,Puebla,113,Teziutlán,1,Zacapoaxtla,200,Xochiapulco,10.0,10.0,0.0,20.0,2.0,7000.0,140000.0
2008,21,Puebla,113,Teziutlán,1,Zacapoaxtla,207,Zacapoaxtla,20.0,20.0,0.0,40.0,2.0,7000.0,280000.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,473,Santiago Laxopa,10.0,10.0,0.0,40.0,4.0,6500.0,260000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,54,Chignautla,20.0,20.0,0.0,40.0,2.0,7000.0,280000.0
2008,21,Puebla,113,Teziutlán,2,Tlatlauquitepec,17,Atempan,20.0,20.0,0.0,40.0,2.0,7000.0,280000.0
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,228,San Lorenzo Cuaunecuiltitla,2.0,2.0,0.0,6.6,3.3,4054.55,26760.03
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,276,San Miguel Santa Flor,6.0,3.0,0.0,9.3,3.1,4000.0,37200.0
2008,20,Oaxaca,109,Cañada,3,Huautla de Jiménez,58,Mazatlán Villa de Flores,42.0,26.0,0.0,89.7,3.45,4198.55,376609.94
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,177,San Juan Bautista Cuicatlán,6.0,6.0,0.0,18.6,3.1,4000.0,74400.0
2008,20,Oaxaca,108,Sierra Juárez,2,Villa Alta,38,Villa Hidalgo,1.0,1.0,0.0,4.0,4.0,6500.0,26000.0
2008,20,Oaxaca,108,Sierra Juárez,1,Ixtlán,504,Nuevo Zoquiápam,5.0,2.0,0.0,8.0,4.0,6500.0,52000.0
2008,20,Oaxaca,108,Sierra Juárez,2,Villa Alta,128,San Cristóbal Lachirioag,1.0,1.0,0.0,4.0,4.0,6500.0,26000.0
2008,20,Oaxaca,109,Cañada,2,Cuicatlán,220,San Juan Tepeuxila,8.0,8.0,0.0,25.6,3.2,4000.0,102400.0
2008,20,Oaxaca,108,Sierra Juárez,2,Villa Alta,156,San Ildefonso Villa Alta,7.0,7.0,0.0,28.0,4.0,6500.0,182000.0
2008,20,Oaxaca,108,Sierra Juárez,2,Villa Alta,216,San Juan Tabaá,1.0,1.0,0.0,4.0,4.0,6500.0,26000.0
2008,20,Oaxaca,108,Sierra Juárez,2,Villa Alta,222,San Juan Yaeé,3.0,3.0,0.0,12.0,4.0,6500.0,78000.0
2008,20,Oaxaca,108,Sierra Juárez,2,Villa Alta,280,Villa Talea de Castro,1.0,1.0,0.0,4.0,4.0,6500.0,26000.0
2008,20,Oaxaca,108,Sierra Juárez,2,Villa Alta,432,Santa María Temaxcalapa,1.0,1.0,0.0,4.0,4.0,6500.0,26000.0
