Anio,Idddr,Nomddr,Idcader,Nomcader,Idmunicipio,Nommunicipio,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
2011,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,726.0,726.0,0.0,7260.0,10.0,14397.38,104524978.8
2011,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,1618.0,1618.0,0.0,16180.0,10.0,14559.64,235574975.2
2011,86,Uruapan,2,Ziracuaretiro,90,Tingambato,1650.0,1650.0,0.0,16500.0,10.0,14065.15,232074975.0
2011,86,Uruapan,2,Ziracuaretiro,90,Tingambato,550.0,550.0,0.0,5500.0,10.0,14522.73,79875015.0
2011,87,Zamora,2,Tangancícuaro,25,Chilchota,107.07,107.07,0.0,856.56,8.0,16700.0,14304552.0
2011,93,Zitácuaro,4,Zitácuaro,61,Ocampo,8.5,8.5,0.0,75.65,8.9,11239.72,850284.82
2011,93,Zitácuaro,4,Zitácuaro,61,Ocampo,30.0,20.0,0.0,180.0,9.0,12788.78,2301980.4
2011,93,Zitácuaro,4,Zitácuaro,81,Susupuato,166.5,166.5,0.0,1665.0,10.0,11339.93,18880983.45
2011,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,420.0,395.0,0.0,4266.0,10.8,12644.02,53939389.32
2011,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,753.0,648.0,0.0,6480.0,10.0,12501.62,81010497.6
2012,90,Pátzcuaro,2,Villa Escalante,79,Salvador Escalante,6518.0,5921.0,0.0,71685.55,12.11,13094.56,938690735.61
2012,90,Pátzcuaro,2,Villa Escalante,9,Ario,7595.0,6873.0,0.0,70496.36,10.26,13146.73,926796610.9
2012,90,Pátzcuaro,2,Villa Escalante,9,Ario,4765.0,4535.0,0.0,54488.03,12.02,13175.2,717890692.86
2012,90,Pátzcuaro,1,Quiroga,100,Tzintzuntzan,14.0,14.0,0.0,168.0,12.0,13649.43,2293104.24
2012,90,Pátzcuaro,1,Quiroga,73,Quiroga,65.0,57.0,0.0,514.77,9.03,13651.41,7027336.33
2012,90,Pátzcuaro,1,Quiroga,66,Pátzcuaro,197.0,177.0,0.0,1608.05,9.09,13420.57,21580947.59
2012,90,Pátzcuaro,1,Quiroga,39,Huiramba,76.0,62.0,0.0,440.63,7.11,13660.75,6019336.27
2012,90,Pátzcuaro,1,Quiroga,32,Erongarícuaro,455.0,392.0,0.0,4735.36,12.08,12790.67,60568427.09
2012,90,Pátzcuaro,2,Villa Escalante,79,Salvador Escalante,7293.0,6610.0,0.0,66483.38,10.06,13146.62,874031733.18
2012,88,Sahuayo,2,Jiquilpan,45,Jiquilpan,47.0,47.0,0.0,470.0,10.0,12454.55,5853638.5
2012,87,Zamora,4,Cotija,95,Tocumbo,209.0,194.0,0.0,2522.0,13.0,12000.0,30264000.0
2012,87,Zamora,4,Cotija,91,Tingüindín,304.0,184.0,0.0,1196.0,6.5,12733.33,15229062.68
2012,87,Zamora,4,Cotija,91,Tingüindín,1936.0,1936.0,0.0,24974.4,12.9,12323.07,307761279.41
2012,87,Zamora,4,Cotija,19,Cotija,540.0,450.0,0.0,2925.0,6.5,12700.0,37147500.0
2012,87,Zamora,4,Cotija,19,Cotija,330.0,290.0,0.0,2407.0,8.3,12590.36,30304996.52
2012,87,Zamora,3,Reyes Los,75,Los Reyes,2800.0,2300.0,0.0,24150.0,10.5,13124.0,316944600.0
2012,87,Zamora,3,Reyes Los,75,Los Reyes,520.0,480.0,0.0,5904.0,12.3,13414.59,79199739.36
2012,87,Zamora,3,Reyes Los,68,Peribán,11501.0,11100.0,0.0,114330.0,10.3,13071.0,1494407430.0
2012,87,Zamora,4,Cotija,95,Tocumbo,300.0,221.0,0.0,1878.5,8.5,12712.49,23880412.47
2012,87,Zamora,3,Reyes Los,68,Peribán,1278.0,1278.0,0.0,15336.0,12.0,13866.31,212653730.16
2012,90,Pátzcuaro,3,Tacámbaro,82,Tacámbaro,6452.0,6180.0,0.0,74407.2,12.04,13072.28,972671752.42
2012,90,Pátzcuaro,4,Turicato,97,Turicato,1725.0,1552.0,0.0,17941.12,11.56,13224.68,237265570.84
2012,93,Zitácuaro,3,Ciudad Hidalgo,98,Tuxpan,260.0,260.0,0.0,2210.0,8.5,9550.0,21105500.0
2012,93,Zitácuaro,3,Ciudad Hidalgo,47,Jungapeo,2.5,2.5,0.0,16.25,6.5,8400.0,136500.0
2012,93,Zitácuaro,3,Ciudad Hidalgo,47,Jungapeo,21.0,21.0,0.0,178.5,8.5,9400.0,1677900.0
2012,93,Zitácuaro,3,Ciudad Hidalgo,41,Irimbo,92.0,92.0,0.0,690.0,7.5,8500.0,5865000.0
2012,93,Zitácuaro,3,Ciudad Hidalgo,34,Hidalgo,22.0,22.0,0.0,160.6,7.3,8600.0,1381160.0
2012,93,Zitácuaro,2,Maravatío,50,Maravatío,2.25,0.0,0.0,0.0,0.0,0.0,0.0
2012,93,Zitácuaro,2,Maravatío,50,Maravatío,6.0,6.0,0.0,34.2,5.7,11467.11,392175.16
2012,91,Morelia,4,Queréndaro,110,Zinapécuaro,50.0,50.0,0.0,275.0,5.5,7800.0,2145000.0
2012,90,Pátzcuaro,4,Turicato,97,Turicato,457.0,392.0,0.0,4323.76,11.03,12962.99,56048857.64
2012,91,Morelia,4,Queréndaro,110,Zinapécuaro,3.0,3.0,0.0,22.5,7.5,8200.0,184500.0
2012,91,Morelia,3,Álvaro Obregón,88,Tarímbaro,20.0,20.0,0.0,100.0,5.0,9500.0,950000.0
2012,91,Morelia,3,Álvaro Obregón,22,Charo,5.0,5.0,0.0,25.0,5.0,9200.0,230000.0
2012,91,Morelia,2,Cuitzeo,18,Copándaro,2.0,2.0,0.0,11.0,5.5,8300.0,91300.0
2012,91,Morelia,1,Morelia,53,Morelia,345.0,60.0,0.0,336.0,5.6,9200.0,3091200.0
2012,91,Morelia,1,Morelia,49,Madero,395.25,332.0,0.0,1826.0,5.5,9800.0,17894800.0
2012,91,Morelia,1,Morelia,49,Madero,366.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,91,Morelia,1,Morelia,1,Acuitzio,178.85,178.5,0.0,981.75,5.5,9200.0,9032100.0
2012,91,Morelia,1,Morelia,1,Acuitzio,1250.0,513.0,0.0,2821.5,5.5,9600.0,27086400.0
2012,91,Morelia,4,Queréndaro,72,Queréndaro,3.0,3.0,0.0,19.5,6.5,8500.0,165750.0
2012,87,Zamora,2,Tangancícuaro,85,Tangancícuaro,1118.6,646.85,0.0,6468.5,10.0,13110.0,84802035.0
2012,87,Zamora,2,Tangancícuaro,70,Purépero,138.0,54.0,0.0,448.2,8.3,13162.5,5899432.5
2012,87,Zamora,2,Tangancícuaro,25,Chilchota,232.5,0.0,0.0,0.0,0.0,0.0,0.0
2012,87,Zamora,2,Tangancícuaro,25,Chilchota,107.07,107.07,0.0,910.09,8.5,13074.94,11899372.14
2012,87,Zamora,1,Zamora,84,Tangamandapio,586.0,586.0,0.0,6035.8,10.3,14045.0,84772811.0
2012,87,Zamora,1,Zamora,84,Tangamandapio,50.0,25.0,0.0,262.5,10.5,13830.0,3630375.0
2012,86,Uruapan,3,Paracho,21,Charapan,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,750.0,750.0,0.0,7312.5,9.75,13669.66,99959388.75
2012,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,1620.0,1620.0,0.0,16443.0,10.15,14500.0,238423500.0
2012,86,Uruapan,2,Ziracuaretiro,90,Tingambato,1650.0,1650.0,0.0,15840.0,9.6,13386.97,212049604.8
2012,86,Uruapan,2,Ziracuaretiro,90,Tingambato,550.0,550.0,0.0,5555.0,10.1,13776.45,76528179.75
2012,86,Uruapan,2,Ziracuaretiro,87,Taretan,735.0,735.0,0.0,7497.0,10.2,14247.1,106810508.7
2012,86,Uruapan,1,Parangaricutiro,102,Uruapan,3738.0,3738.0,0.0,37249.17,9.97,13752.14,512255800.72
2012,86,Uruapan,1,Parangaricutiro,102,Uruapan,8721.0,8721.0,0.0,89826.3,10.3,13808.77,1240390716.65
2012,86,Uruapan,1,Parangaricutiro,83,Tancítaro,13477.0,13477.0,0.0,134230.92,9.96,13716.63,1841195864.2
2012,86,Uruapan,1,Parangaricutiro,83,Tancítaro,5777.0,5777.0,0.0,60658.5,10.5,13655.61,828328819.19
2012,86,Uruapan,1,Parangaricutiro,58,Nuevo Parangaricutiro,1601.0,1601.0,0.0,15921.95,9.95,13784.66,219478667.29
2012,86,Uruapan,1,Parangaricutiro,58,Nuevo Parangaricutiro,3890.0,3890.0,0.0,39678.0,10.2,13519.18,536414024.04
2012,85,Apatzingán,4,Cuatro Caminos,64,Parácuaro,18.0,18.0,0.0,99.54,5.53,11154.07,1110276.13
2012,85,Apatzingán,1,Apatzingán,6,Apatzingán,448.82,418.82,0.0,2031.28,4.85,11274.02,22900691.35
2012,82,Aguililla,1,Aguililla,2,Aguililla,70.0,20.0,0.0,173.0,8.65,11150.0,1928950.0
2012,93,Zitácuaro,3,Ciudad Hidalgo,98,Tuxpan,52.0,52.0,0.0,353.6,6.8,8650.0,3058640.0
2012,93,Zitácuaro,4,Zitácuaro,46,Juárez,30.0,22.0,0.0,231.0,10.5,12299.35,2841149.85
2012,93,Zitácuaro,4,Zitácuaro,61,Ocampo,45.0,29.0,0.0,243.6,8.4,12957.75,3156507.9
2012,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,753.0,653.0,0.0,6334.1,9.7,12772.12,80899885.29
2012,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,460.0,420.0,0.0,4494.0,10.7,12750.33,57299983.02
2012,93,Zitácuaro,4,Zitácuaro,81,Susupuato,175.0,166.5,0.0,1581.75,9.5,12708.47,20101622.42
2012,93,Zitácuaro,4,Zitácuaro,61,Ocampo,8.5,8.5,0.0,77.35,9.1,12259.22,948250.67
2012,90,Pátzcuaro,3,Tacámbaro,82,Tacámbaro,7381.0,6962.0,0.0,84288.93,12.11,12725.89,1072651651.4
2013,93,Zitácuaro,4,Zitácuaro,61,Ocampo,8.5,8.5,0.0,79.05,9.3,12300.0,972315.0
2013,93,Zitácuaro,4,Zitácuaro,61,Ocampo,45.0,33.0,0.0,283.8,8.6,12250.0,3476550.0
2013,93,Zitácuaro,4,Zitácuaro,81,Susupuato,195.0,168.0,0.0,1696.8,10.1,12376.61,21000631.85
2013,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,460.0,420.0,0.0,4536.0,10.8,12692.13,57571501.68
2013,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,768.0,653.0,0.0,6464.7,9.9,12886.82,83309425.25
2013,93,Zitácuaro,4,Zitácuaro,46,Juárez,30.0,26.0,0.0,267.8,10.3,12396.15,3319688.97
2013,93,Zitácuaro,3,Ciudad Hidalgo,98,Tuxpan,52.0,52.0,0.0,343.2,6.6,8700.0,2985840.0
2013,93,Zitácuaro,3,Ciudad Hidalgo,98,Tuxpan,260.0,260.0,0.0,2158.0,8.3,9599.34,20715375.72
2013,93,Zitácuaro,3,Ciudad Hidalgo,47,Jungapeo,2.5,2.5,0.0,16.5,6.6,8494.26,140155.29
2013,91,Morelia,1,Morelia,1,Acuitzio,1257.0,780.0,0.0,7800.0,10.0,8300.0,64740000.0
2013,91,Morelia,1,Morelia,1,Acuitzio,209.0,22.0,0.0,154.0,7.0,8100.0,1247400.0
2013,91,Morelia,1,Morelia,49,Madero,384.0,30.0,0.0,195.0,6.5,7200.0,1404000.0
2013,91,Morelia,1,Morelia,49,Madero,403.0,332.0,0.0,1892.4,5.7,8000.0,15139200.0
2013,91,Morelia,1,Morelia,53,Morelia,390.0,60.0,0.0,420.0,7.0,8300.0,3486000.0
2013,91,Morelia,2,Cuitzeo,18,Copándaro,2.0,2.0,0.0,11.4,5.7,8150.0,92910.0
2013,91,Morelia,3,Álvaro Obregón,22,Charo,5.0,5.0,0.0,17.0,3.4,8200.0,139400.0
2013,91,Morelia,3,Álvaro Obregón,88,Tarímbaro,25.0,20.0,0.0,90.0,4.5,8000.0,720000.0
2013,91,Morelia,4,Queréndaro,110,Zinapécuaro,3.0,2.5,0.0,20.0,8.0,7500.0,150000.0
2013,91,Morelia,4,Queréndaro,110,Zinapécuaro,50.0,50.0,0.0,285.0,5.7,8000.0,2280000.0
2013,93,Zitácuaro,2,Maravatío,50,Maravatío,6.0,6.0,0.0,38.4,6.4,10990.0,422016.0
2013,93,Zitácuaro,2,Maravatío,50,Maravatío,2.25,0.0,0.0,0.0,0.0,0.0,0.0
2013,93,Zitácuaro,3,Ciudad Hidalgo,34,Hidalgo,22.0,22.0,0.0,162.8,7.4,7995.83,1301721.12
2013,93,Zitácuaro,3,Ciudad Hidalgo,41,Irimbo,92.0,92.0,0.0,671.6,7.3,8589.44,5768667.9
2013,93,Zitácuaro,3,Ciudad Hidalgo,47,Jungapeo,21.0,21.0,0.0,180.6,8.6,9463.72,1709147.83
2013,91,Morelia,4,Queréndaro,72,Queréndaro,3.0,3.0,0.0,27.0,9.0,9000.0,243000.0
2013,90,Pátzcuaro,4,Turicato,97,Turicato,1754.0,1575.0,0.0,18900.0,12.0,12897.0,243753300.0
2013,90,Pátzcuaro,4,Turicato,97,Turicato,479.0,414.0,0.0,4968.0,12.0,12583.43,62514480.24
2013,90,Pátzcuaro,3,Tacámbaro,82,Tacámbaro,7406.0,7042.0,0.0,84504.0,12.0,12627.8,1067099611.2
2013,90,Pátzcuaro,3,Tacámbaro,82,Tacámbaro,6526.0,6260.0,0.0,75120.0,12.0,12594.09,946068040.8
2013,82,Aguililla,1,Aguililla,2,Aguililla,70.0,20.0,0.0,170.0,8.5,10364.7,1761999.0
2013,82,Aguililla,2,Coalcomán,15,Coalcomán de Vázquez Pallares,900.0,200.0,0.0,2340.0,11.7,10944.19,25609404.6
2013,85,Apatzingán,1,Apatzingán,6,Apatzingán,448.82,418.82,0.0,2081.54,4.97,9970.02,20752995.43
2013,85,Apatzingán,4,Cuatro Caminos,64,Parácuaro,18.0,18.0,0.0,107.82,5.99,11038.74,1190196.95
2013,86,Uruapan,1,Parangaricutiro,58,Nuevo Parangaricutiro,3950.0,3950.0,0.0,39500.0,10.0,13678.16,540287320.0
2013,86,Uruapan,1,Parangaricutiro,83,Tancítaro,5810.0,5810.0,0.0,58100.0,10.0,14059.4,816851140.0
2013,87,Zamora,4,Cotija,91,Tingüindín,1966.0,1936.0,0.0,25168.0,13.0,11469.23,288657580.64
2013,87,Zamora,4,Cotija,91,Tingüindín,315.0,184.0,0.0,1472.0,8.0,11690.48,17208386.56
2013,87,Zamora,4,Cotija,95,Tocumbo,226.0,194.0,0.0,2328.0,12.0,12112.63,28198202.64
2013,87,Zamora,4,Cotija,95,Tocumbo,300.0,221.0,0.0,1768.0,8.0,11287.51,19956317.68
2013,88,Sahuayo,2,Jiquilpan,45,Jiquilpan,60.0,60.0,0.0,270.0,4.5,17666.67,4770000.9
2013,90,Pátzcuaro,1,Quiroga,32,Erongarícuaro,477.0,405.0,0.0,4860.0,12.0,12853.11,62466114.6
2013,90,Pátzcuaro,1,Quiroga,39,Huiramba,84.0,67.0,0.0,603.0,9.0,13799.72,8321231.16
2013,90,Pátzcuaro,1,Quiroga,66,Pátzcuaro,197.0,183.0,0.0,1647.0,9.0,13262.71,21843683.37
2013,90,Pátzcuaro,1,Quiroga,73,Quiroga,65.0,59.0,0.0,531.0,9.0,13235.76,7028188.56
2013,90,Pátzcuaro,1,Quiroga,100,Tzintzuntzan,14.0,14.0,0.0,112.0,8.0,13470.23,1508665.76
2013,90,Pátzcuaro,2,Villa Escalante,9,Ario,4845.0,4585.0,0.0,55020.0,12.0,13416.84,738194536.8
2013,90,Pátzcuaro,2,Villa Escalante,9,Ario,7643.0,6968.0,0.0,69680.0,10.0,12998.19,905713879.2
2013,90,Pátzcuaro,2,Villa Escalante,79,Salvador Escalante,6602.0,5990.0,0.0,72479.0,12.1,13396.77,970984492.83
2013,90,Pátzcuaro,2,Villa Escalante,79,Salvador Escalante,7370.0,6683.0,0.0,67364.64,10.08,13164.71,886835949.85
2013,87,Zamora,4,Cotija,19,Cotija,560.0,450.0,0.0,3600.0,8.0,11714.71,42172956.0
2013,87,Zamora,4,Cotija,19,Cotija,359.0,290.0,0.0,2610.0,9.0,11988.9,31291029.0
2013,87,Zamora,3,Reyes Los,75,Los Reyes,3100.0,2300.0,0.0,25300.0,11.0,12958.12,327840436.0
2013,87,Zamora,3,Reyes Los,75,Los Reyes,564.0,528.0,0.0,5808.0,11.0,13689.0,79505712.0
2013,86,Uruapan,1,Parangaricutiro,83,Tancítaro,14950.0,14950.0,0.0,148528.25,9.94,13828.51,2053924390.41
2013,86,Uruapan,1,Parangaricutiro,102,Uruapan,4733.0,4733.0,0.0,47330.0,10.0,11267.77,533303554.1
2013,86,Uruapan,2,Ziracuaretiro,87,Taretan,862.0,862.0,0.0,8861.36,10.28,13040.45,115556122.01
2013,86,Uruapan,2,Ziracuaretiro,90,Tingambato,794.0,794.0,0.0,8138.5,10.25,13268.66,107986989.41
2013,86,Uruapan,2,Ziracuaretiro,90,Tingambato,2098.0,2098.0,0.0,20996.89,10.01,12426.11,260909664.8
2013,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,2395.0,2395.0,0.0,23969.16,10.01,13754.13,329674942.63
2013,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,1195.0,1195.0,0.0,11942.0,9.99,13375.47,159729862.74
2013,86,Uruapan,1,Parangaricutiro,58,Nuevo Parangaricutiro,2217.0,2217.0,0.0,22170.0,10.0,14055.29,311605779.3
2013,86,Uruapan,3,Paracho,21,Charapan,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,87,Zamora,1,Zamora,84,Tangamandapio,970.0,600.0,0.0,6000.0,10.0,12210.0,73260000.0
2013,87,Zamora,2,Tangancícuaro,25,Chilchota,787.68,339.5,0.0,2716.0,8.0,12492.73,33930254.68
2013,87,Zamora,2,Tangancícuaro,70,Purépero,726.57,54.0,0.0,432.0,8.0,12425.01,5367604.32
2013,87,Zamora,2,Tangancícuaro,85,Tangancícuaro,1662.57,1118.6,0.0,11186.0,10.0,12878.95,144063934.7
2013,87,Zamora,2,Tangancícuaro,94,Tlazazalca,154.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,87,Zamora,3,Reyes Los,68,Peribán,1303.0,1278.0,0.0,14058.0,11.0,12445.57,174959823.06
2013,87,Zamora,3,Reyes Los,68,Peribán,11100.0,11100.0,0.0,122100.0,11.0,12609.16,1539578436.0
2013,87,Zamora,1,Zamora,84,Tangamandapio,600.0,300.0,0.0,3000.0,10.0,12280.0,36840000.0
2013,86,Uruapan,1,Parangaricutiro,102,Uruapan,8810.0,8810.0,0.0,88100.0,10.0,13259.4,1168153140.0
2014,85,Apatzingán,1,Apatzingán,6,Apatzingán,448.82,385.82,0.0,2897.51,7.51,13781.49,39932005.09
2014,82,Aguililla,2,Coalcomán,15,Coalcomán de Vázquez Pallares,900.0,200.0,0.0,2362.0,11.81,11745.21,27742186.02
2014,86,Uruapan,1,Parangaricutiro,58,Nuevo Parangaricutiro,4100.0,4100.0,0.0,39483.0,9.63,15525.88,613008320.04
2014,82,Aguililla,1,Aguililla,2,Aguililla,70.0,20.0,0.0,178.4,8.92,11992.72,2139501.25
2014,86,Uruapan,1,Parangaricutiro,58,Nuevo Parangaricutiro,2400.0,2400.0,0.0,23856.0,9.94,12500.0,298200000.0
2014,86,Uruapan,1,Parangaricutiro,83,Tancítaro,6250.0,6250.0,0.0,63750.0,10.2,15540.61,990713887.5
2014,86,Uruapan,1,Parangaricutiro,102,Uruapan,9070.0,9070.0,0.0,91607.0,10.1,15348.54,1406033703.78
2014,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,778.0,678.0,0.0,6644.4,9.8,12900.0,85712760.0
2014,93,Zitácuaro,4,Zitácuaro,112,Zitácuaro,460.0,426.5,0.0,4648.85,10.9,12700.32,59041882.63
2014,93,Zitácuaro,4,Zitácuaro,81,Susupuato,200.0,175.0,0.0,1802.5,10.3,12390.0,22332975.0
2014,93,Zitácuaro,4,Zitácuaro,61,Ocampo,61.0,34.0,0.0,299.2,8.8,12294.97,3678655.02
2014,93,Zitácuaro,4,Zitácuaro,61,Ocampo,8.5,8.5,0.0,79.9,9.4,12444.27,994297.17
2014,93,Zitácuaro,4,Zitácuaro,46,Juárez,30.0,26.0,0.0,270.4,10.4,12545.68,3392351.87
2014,93,Zitácuaro,3,Ciudad Hidalgo,98,Tuxpan,52.0,52.0,0.0,364.0,7.0,8730.0,3177720.0
2014,93,Zitácuaro,3,Ciudad Hidalgo,98,Tuxpan,260.0,260.0,0.0,2184.0,8.4,9629.86,21031614.24
2014,93,Zitácuaro,3,Ciudad Hidalgo,47,Jungapeo,2.5,2.5,0.0,17.0,6.8,8521.88,144871.96
2014,93,Zitácuaro,3,Ciudad Hidalgo,41,Irimbo,92.0,92.0,0.0,680.8,7.4,8900.0,6059120.0
2014,93,Zitácuaro,3,Ciudad Hidalgo,34,Hidalgo,22.0,22.0,0.0,167.2,7.6,10255.39,1714701.21
2014,93,Zitácuaro,2,Maravatío,50,Maravatío,2.25,0.0,0.0,0.0,0.0,0.0,0.0
2014,93,Zitácuaro,2,Maravatío,50,Maravatío,6.0,6.0,0.0,40.8,6.8,9840.0,401472.0
2014,91,Morelia,5,Tzitzio,101,Tzitzio,30.0,6.0,0.0,13.2,2.2,12545.45,165599.94
2014,91,Morelia,4,Queréndaro,110,Zinapécuaro,60.0,50.0,0.0,200.0,4.0,13650.0,2730000.0
2014,91,Morelia,4,Queréndaro,110,Zinapécuaro,5.0,5.0,0.0,15.0,3.0,13466.66,201999.9
2014,91,Morelia,4,Queréndaro,72,Queréndaro,20.0,20.0,0.0,80.0,4.0,14000.0,1120000.0
2014,93,Zitácuaro,3,Ciudad Hidalgo,47,Jungapeo,21.0,21.0,0.0,182.7,8.7,9477.01,1731449.73
2014,91,Morelia,3,Álvaro Obregón,88,Tarímbaro,20.0,20.0,0.0,120.0,6.0,12000.0,1440000.0
2014,91,Morelia,3,Álvaro Obregón,22,Charo,36.7,36.7,0.0,135.79,3.7,13540.54,1838669.93
2014,91,Morelia,3,Álvaro Obregón,3,Álvaro Obregón,2.0,2.0,0.0,8.0,4.0,14000.0,112000.0
2014,91,Morelia,2,Cuitzeo,18,Copándaro,2.0,2.0,0.0,6.0,3.0,13000.0,78000.0
2014,87,Zamora,4,Cotija,19,Cotija,560.0,540.0,0.0,4428.0,8.2,14500.0,64206000.0
2014,87,Zamora,4,Cotija,19,Cotija,359.0,330.0,0.0,3300.0,10.0,14859.51,49036383.0
2014,87,Zamora,3,Reyes Los,75,Los Reyes,3178.0,2370.0,0.0,27966.0,11.8,15544.27,434711054.82
2014,87,Zamora,3,Reyes Los,75,Los Reyes,591.6,520.0,0.0,5200.0,10.0,14970.0,77844000.0
2014,87,Zamora,3,Reyes Los,68,Peribán,11110.0,11100.0,0.0,123200.0,11.1,15998.84,1971057088.0
2014,87,Zamora,3,Reyes Los,68,Peribán,1283.0,1278.0,0.0,14068.22,11.01,14836.36,208721176.48
2014,87,Zamora,2,Tangancícuaro,94,Tlazazalca,168.81,39.35,0.0,314.8,8.0,13998.68,4406784.46
2014,87,Zamora,2,Tangancícuaro,85,Tangancícuaro,1812.56,1232.54,0.0,13434.69,10.9,14500.0,194803005.0
2014,87,Zamora,2,Tangancícuaro,70,Purépero,726.56,290.62,0.0,2470.27,8.5,14800.0,36559996.0
2014,87,Zamora,2,Tangancícuaro,25,Chilchota,877.67,526.6,0.0,4581.42,8.7,14773.75,67684753.73
2014,87,Zamora,1,Zamora,84,Tangamandapio,1245.0,970.0,0.0,10185.0,10.5,14500.0,147682500.0
2014,87,Zamora,1,Zamora,84,Tangamandapio,687.0,600.0,0.0,6600.0,11.0,15710.0,103686000.0
2014,86,Uruapan,3,Paracho,21,Charapan,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,1255.0,1255.0,0.0,11546.0,9.2,13000.0,150098000.0
2014,86,Uruapan,2,Ziracuaretiro,111,Ziracuaretiro,2515.0,2515.0,0.0,23389.5,9.3,14798.21,346122732.8
2014,86,Uruapan,2,Ziracuaretiro,90,Tingambato,2202.0,2202.0,0.0,20919.0,9.5,13000.0,271947000.0
2014,86,Uruapan,2,Ziracuaretiro,90,Tingambato,834.0,834.0,0.0,8340.0,10.0,14026.71,116982761.4
2014,86,Uruapan,2,Ziracuaretiro,87,Taretan,905.0,905.0,0.0,9050.0,10.0,14987.37,135635698.5
2014,86,Uruapan,1,Parangaricutiro,102,Uruapan,4960.0,4960.0,0.0,49500.8,9.98,12250.0,606384800.0
2014,87,Zamora,4,Cotija,91,Tingüindín,1966.0,1936.0,0.0,23232.0,12.0,15166.58,352349986.56
2014,86,Uruapan,1,Parangaricutiro,83,Tancítaro,15350.0,15350.0,0.0,143062.0,9.32,12000.0,1716744000.0
2014,87,Zamora,4,Cotija,91,Tingüindín,315.0,304.0,0.0,2736.0,9.0,14860.0,40656960.0
2014,87,Zamora,4,Cotija,95,Tocumbo,300.0,300.0,0.0,2700.0,9.0,14620.0,39474000.0
2014,91,Morelia,1,Morelia,53,Morelia,784.0,479.0,0.0,2874.0,6.0,14666.67,42152009.58
2014,91,Morelia,1,Morelia,49,Madero,403.25,352.0,0.0,1408.0,4.0,14375.0,20240000.0
2014,91,Morelia,1,Morelia,49,Madero,745.0,380.0,0.0,3040.0,8.0,16506.58,50180003.2
2014,91,Morelia,1,Morelia,1,Acuitzio,218.85,98.85,0.0,494.25,5.0,17000.0,8402250.0
2014,91,Morelia,1,Morelia,1,Acuitzio,1420.0,972.0,0.0,8748.0,9.0,17000.0,148716000.0
2014,90,Pátzcuaro,4,Turicato,97,Turicato,2375.0,2325.0,0.0,25575.0,11.0,13659.03,349329692.25
2014,90,Pátzcuaro,4,Turicato,97,Turicato,309.0,257.0,0.0,3212.5,12.5,11156.9,35841541.25
2014,90,Pátzcuaro,3,Tacámbaro,82,Tacámbaro,6726.0,6526.0,0.0,71786.0,11.0,15432.11,1107809448.46
2014,90,Pátzcuaro,3,Tacámbaro,82,Tacámbaro,7506.0,7234.0,0.0,68996.18,9.54,14882.17,1026812829.85
2014,90,Pátzcuaro,2,Villa Escalante,79,Salvador Escalante,7484.0,6753.0,0.0,67530.0,10.0,13877.84,937170535.2
2014,90,Pátzcuaro,2,Villa Escalante,79,Salvador Escalante,6710.0,6040.0,0.0,74292.0,12.3,14209.26,1055634343.92
2014,90,Pátzcuaro,2,Villa Escalante,9,Ario,7501.0,6820.0,0.0,70246.0,10.3,13771.35,967382252.1
2014,90,Pátzcuaro,2,Villa Escalante,9,Ario,5035.0,4625.0,0.0,57812.5,12.5,14102.17,815281703.13
2014,90,Pátzcuaro,1,Quiroga,100,Tzintzuntzan,17.0,14.0,0.0,110.0,7.86,13710.15,1508116.5
2014,90,Pátzcuaro,1,Quiroga,73,Quiroga,73.0,59.0,0.0,523.0,8.86,13607.31,7116623.13
2014,90,Pátzcuaro,1,Quiroga,66,Pátzcuaro,211.0,190.0,0.0,1805.0,9.5,13653.04,24643737.2
2014,90,Pátzcuaro,1,Quiroga,39,Huiramba,94.0,69.0,0.0,634.8,9.2,13720.36,8709684.53
2014,90,Pátzcuaro,1,Quiroga,32,Erongarícuaro,485.0,415.0,0.0,5104.5,12.3,14075.52,71848491.84
2014,88,Sahuayo,2,Jiquilpan,45,Jiquilpan,60.0,60.0,0.0,432.0,7.2,10500.0,4536000.0
