tipo,pais,anio,mes,unidades
USD,Total,2003,enero,16325868
USD,Estados Unidos de America,2003,enero,7368585
USD,El Salvador (República de ),2003,enero,1674407
USD,Japon,2003,enero,2290553
USD,Francia,2003,enero,1716184
USD,Canada,2003,enero,626184
USD,Guatemala (República de),2003,enero,759319
USD,Honduras (República de),2003,enero,811521
USD,Costa Rica (República de),2003,enero,675712
USD,España (Reino de),2003,enero,0
USD,Paises Bajos (Reino de Los),2003,enero,0
USD,Hong Kong (Teritorio de ),2003,enero,49449
USD,Singapur (República de),2003,enero,0
USD,Suecia (Reino de),2003,enero,0
USD,"Belgica, (Reino de)",2003,enero,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,enero,353954
USD,China (República Popular de),2003,enero,0
USD,Alemania (República Federal de),2003,enero,0
USD,Total,2003,febrero,18648676
USD,Estados Unidos de America,2003,febrero,7687280
USD,El Salvador (República de ),2003,febrero,1647932
USD,Japon,2003,febrero,1984287
USD,Francia,2003,febrero,3163311
USD,Canada,2003,febrero,1063212
USD,Guatemala (República de),2003,febrero,565100
USD,Honduras (República de),2003,febrero,790612
USD,Costa Rica (República de),2003,febrero,797559
USD,España (Reino de),2003,febrero,0
USD,Paises Bajos (Reino de Los),2003,febrero,92536
USD,Hong Kong (Teritorio de ),2003,febrero,27845
USD,Singapur (República de),2003,febrero,0
USD,Suecia (Reino de),2003,febrero,0
USD,"Belgica, (Reino de)",2003,febrero,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,febrero,829002
USD,China (República Popular de),2003,febrero,0
USD,Alemania (República Federal de),2003,febrero,0
USD,Total,2003,marzo,20708472
USD,Estados Unidos de America,2003,marzo,9093933
USD,El Salvador (República de ),2003,marzo,1880847
USD,Japon,2003,marzo,2099907
USD,Francia,2003,marzo,2958541
USD,Canada,2003,marzo,1073865
USD,Guatemala (República de),2003,marzo,784881
USD,Honduras (República de),2003,marzo,866795
USD,Costa Rica (República de),2003,marzo,1097076
USD,España (Reino de),2003,marzo,27584
USD,Paises Bajos (Reino de Los),2003,marzo,118625
USD,Hong Kong (Teritorio de ),2003,marzo,0
USD,Singapur (República de),2003,marzo,0
USD,Suecia (Reino de),2003,marzo,118105
USD,"Belgica, (Reino de)",2003,marzo,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,marzo,588313
USD,China (República Popular de),2003,marzo,0
USD,Alemania (República Federal de),2003,marzo,0
USD,Total,2003,abril,15956133
USD,Estados Unidos de America,2003,abril,7838837
USD,El Salvador (República de ),2003,abril,598463
USD,Japon,2003,abril,2286225
USD,Francia,2003,abril,1426429
USD,Canada,2003,abril,1053713
USD,Guatemala (República de),2003,abril,530089
USD,Honduras (República de),2003,abril,385523
USD,Costa Rica (República de),2003,abril,874751
USD,España (Reino de),2003,abril,186301
USD,Paises Bajos (Reino de Los),2003,abril,149372
USD,Hong Kong (Teritorio de ),2003,abril,25825
USD,Singapur (República de),2003,abril,0
USD,Suecia (Reino de),2003,abril,88707
USD,"Belgica, (Reino de)",2003,abril,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,abril,511898
USD,China (República Popular de),2003,abril,0
USD,Alemania (República Federal de),2003,abril,0
USD,Total,2003,mayo,7162032
USD,Estados Unidos de America,2003,mayo,1083980
USD,El Salvador (República de ),2003,mayo,109259
USD,Japon,2003,mayo,2554909
USD,Francia,2003,mayo,701170
USD,Canada,2003,mayo,1217469
USD,Guatemala (República de),2003,mayo,372578
USD,Honduras (República de),2003,mayo,0
USD,Costa Rica (República de),2003,mayo,653656
USD,España (Reino de),2003,mayo,194950
USD,Paises Bajos (Reino de Los),2003,mayo,134320
USD,Hong Kong (Teritorio de ),2003,mayo,0
USD,Singapur (República de),2003,mayo,0
USD,Suecia (Reino de),2003,mayo,0
USD,"Belgica, (Reino de)",2003,mayo,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,mayo,139741
USD,China (República Popular de),2003,mayo,0
USD,Alemania (República Federal de),2003,mayo,0
USD,Total,2003,junio,6679720
USD,Estados Unidos de America,2003,junio,215731
USD,El Salvador (República de ),2003,junio,76228
USD,Japon,2003,junio,2208463
USD,Francia,2003,junio,630882
USD,Canada,2003,junio,2000235
USD,Guatemala (República de),2003,junio,337191
USD,Honduras (República de),2003,junio,56805
USD,Costa Rica (República de),2003,junio,761141
USD,España (Reino de),2003,junio,198610
USD,Paises Bajos (Reino de Los),2003,junio,185255
USD,Hong Kong (Teritorio de ),2003,junio,0
USD,Singapur (República de),2003,junio,0
USD,Suecia (Reino de),2003,junio,0
USD,"Belgica, (Reino de)",2003,junio,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,junio,9179
USD,China (República Popular de),2003,junio,0
USD,Alemania (República Federal de),2003,junio,0
USD,Total,2003,julio,10999253
USD,Estados Unidos de America,2003,julio,313184
USD,El Salvador (República de ),2003,julio,816624
USD,Japon,2003,julio,4194525
USD,Francia,2003,julio,867087
USD,Canada,2003,julio,2607979
USD,Guatemala (República de),2003,julio,761790
USD,Honduras (República de),2003,julio,190943
USD,Costa Rica (República de),2003,julio,773665
USD,España (Reino de),2003,julio,180204
USD,Paises Bajos (Reino de Los),2003,julio,41336
USD,Hong Kong (Teritorio de ),2003,julio,77256
USD,Singapur (República de),2003,julio,0
USD,Suecia (Reino de),2003,julio,170103
USD,"Belgica, (Reino de)",2003,julio,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,julio,4557
USD,China (República Popular de),2003,julio,0
USD,Alemania (República Federal de),2003,julio,0
USD,Total,2003,agosto,15467214
USD,Estados Unidos de America,2003,agosto,299551
USD,El Salvador (República de ),2003,agosto,1065292
USD,Japon,2003,agosto,5967296
USD,Francia,2003,agosto,3146801
USD,Canada,2003,agosto,2041980
USD,Guatemala (República de),2003,agosto,568891
USD,Honduras (República de),2003,agosto,162082
USD,Costa Rica (República de),2003,agosto,718105
USD,España (Reino de),2003,agosto,675194
USD,Paises Bajos (Reino de Los),2003,agosto,197671
USD,Hong Kong (Teritorio de ),2003,agosto,35538
USD,Singapur (República de),2003,agosto,0
USD,Suecia (Reino de),2003,agosto,310628
USD,"Belgica, (Reino de)",2003,agosto,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,agosto,278185
USD,China (República Popular de),2003,agosto,0
USD,Alemania (República Federal de),2003,agosto,0
USD,Total,2003,septiembre,18107104
USD,Estados Unidos de America,2003,septiembre,188317
USD,El Salvador (República de ),2003,septiembre,1776356
USD,Japon,2003,septiembre,6072621
USD,Francia,2003,septiembre,4761222
USD,Canada,2003,septiembre,2006606
USD,Guatemala (República de),2003,septiembre,757148
USD,Honduras (República de),2003,septiembre,336773
USD,Costa Rica (República de),2003,septiembre,729420
USD,España (Reino de),2003,septiembre,674382
USD,Paises Bajos (Reino de Los),2003,septiembre,275427
USD,Hong Kong (Teritorio de ),2003,septiembre,33472
USD,Singapur (República de),2003,septiembre,0
USD,Suecia (Reino de),2003,septiembre,37181
USD,"Belgica, (Reino de)",2003,septiembre,32500
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,septiembre,364063
USD,China (República Popular de),2003,septiembre,29196
USD,Alemania (República Federal de),2003,septiembre,32420
USD,Total,2003,octubre,24407658
USD,Estados Unidos de America,2003,octubre,9826694
USD,El Salvador (República de ),2003,octubre,1943970
USD,Japon,2003,octubre,4462368
USD,Francia,2003,octubre,3485964
USD,Canada,2003,octubre,1732212
USD,Guatemala (República de),2003,octubre,876631
USD,Honduras (República de),2003,octubre,772846
USD,Costa Rica (República de),2003,octubre,614100
USD,España (Reino de),2003,octubre,98996
USD,Paises Bajos (Reino de Los),2003,octubre,329862
USD,Hong Kong (Teritorio de ),2003,octubre,60593
USD,Singapur (República de),2003,octubre,0
USD,Suecia (Reino de),2003,octubre,0
USD,"Belgica, (Reino de)",2003,octubre,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,octubre,203422
USD,China (República Popular de),2003,octubre,0
USD,Alemania (República Federal de),2003,octubre,0
USD,Total,2003,noviembre,20277473
USD,Estados Unidos de America,2003,noviembre,6565585
USD,El Salvador (República de ),2003,noviembre,2194491
USD,Japon,2003,noviembre,3361005
USD,Francia,2003,noviembre,4052800
USD,Canada,2003,noviembre,1724541
USD,Guatemala (República de),2003,noviembre,791641
USD,Honduras (República de),2003,noviembre,759322
USD,Costa Rica (República de),2003,noviembre,697677
USD,España (Reino de),2003,noviembre,0
USD,Paises Bajos (Reino de Los),2003,noviembre,99899
USD,Hong Kong (Teritorio de ),2003,noviembre,30512
USD,Singapur (República de),2003,noviembre,0
USD,Suecia (Reino de),2003,noviembre,0
USD,"Belgica, (Reino de)",2003,noviembre,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,noviembre,0
USD,China (República Popular de),2003,noviembre,0
USD,Alemania (República Federal de),2003,noviembre,0
USD,Total,2003,diciembre,20323490
USD,Estados Unidos de America,2003,diciembre,8358376
USD,El Salvador (República de ),2003,diciembre,2623416
USD,Japon,2003,diciembre,2589403
USD,Francia,2003,diciembre,2122954
USD,Canada,2003,diciembre,1701630
USD,Guatemala (República de),2003,diciembre,946051
USD,Honduras (República de),2003,diciembre,929228
USD,Costa Rica (República de),2003,diciembre,911693
USD,España (Reino de),2003,diciembre,63538
USD,Paises Bajos (Reino de Los),2003,diciembre,32025
USD,Hong Kong (Teritorio de ),2003,diciembre,29014
USD,Singapur (República de),2003,diciembre,16162
USD,Suecia (Reino de),2003,diciembre,0
USD,"Belgica, (Reino de)",2003,diciembre,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2003,diciembre,0
USD,China (República Popular de),2003,diciembre,0
USD,Alemania (República Federal de),2003,diciembre,0
Kg,Total,2003,enero,11361990
Kg,Estados Unidos de America,2003,enero,5112603
Kg,El Salvador (República de ),2003,enero,1166825
Kg,Japon,2003,enero,1601500
Kg,Francia,2003,enero,1195321
Kg,Canada,2003,enero,435926
Kg,Guatemala (República de),2003,enero,527228
Kg,Honduras (República de),2003,enero,566139
Kg,Costa Rica (República de),2003,enero,474084
Kg,España (Reino de),2003,enero,0
Kg,Paises Bajos (Reino de Los),2003,enero,0
Kg,Hong Kong (Teritorio de ),2003,enero,34800
Kg,Singapur (República de),2003,enero,0
Kg,Suecia (Reino de),2003,enero,0
Kg,"Belgica, (Reino de)",2003,enero,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,enero,247564
Kg,China (República Popular de),2003,enero,0
Kg,Alemania (República Federal de),2003,enero,0
Kg,Total,2003,febrero,12729014
Kg,Estados Unidos de America,2003,febrero,5244713
Kg,El Salvador (República de ),2003,febrero,1123656
Kg,Japon,2003,febrero,1353835
Kg,Francia,2003,febrero,2162563
Kg,Canada,2003,febrero,725833
Kg,Guatemala (República de),2003,febrero,385000
Kg,Honduras (República de),2003,febrero,539266
Kg,Costa Rica (República de),2003,febrero,544620
Kg,España (Reino de),2003,febrero,0
Kg,Paises Bajos (Reino de Los),2003,febrero,63360
Kg,Hong Kong (Teritorio de ),2003,febrero,19200
Kg,Singapur (República de),2003,febrero,0
Kg,Suecia (Reino de),2003,febrero,0
Kg,"Belgica, (Reino de)",2003,febrero,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,febrero,566968
Kg,China (República Popular de),2003,febrero,0
Kg,Alemania (República Federal de),2003,febrero,0
Kg,Total,2003,marzo,14634592
Kg,Estados Unidos de America,2003,marzo,6428221
Kg,El Salvador (República de ),2003,marzo,1331161
Kg,Japon,2003,marzo,1480009
Kg,Francia,2003,marzo,2090993
Kg,Canada,2003,marzo,754943
Kg,Guatemala (República de),2003,marzo,554186
Kg,Honduras (República de),2003,marzo,614222
Kg,Costa Rica (República de),2003,marzo,774908
Kg,España (Reino de),2003,marzo,19377
Kg,Paises Bajos (Reino de Los),2003,marzo,84480
Kg,Hong Kong (Teritorio de ),2003,marzo,0
Kg,Singapur (República de),2003,marzo,0
Kg,Suecia (Reino de),2003,marzo,84480
Kg,"Belgica, (Reino de)",2003,marzo,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,marzo,417612
Kg,China (República Popular de),2003,marzo,0
Kg,Alemania (República Federal de),2003,marzo,0
Kg,Total,2003,abril,11381261
Kg,Estados Unidos de America,2003,abril,5609408
Kg,El Salvador (República de ),2003,abril,426492
Kg,Japon,2003,abril,1624648
Kg,Francia,2003,abril,1014361
Kg,Canada,2003,abril,749668
Kg,Guatemala (República de),2003,abril,377000
Kg,Honduras (República de),2003,abril,273396
Kg,Costa Rica (República de),2003,abril,622230
Kg,España (Reino de),2003,abril,132487
Kg,Paises Bajos (Reino de Los),2003,abril,105600
Kg,Hong Kong (Teritorio de ),2003,abril,18000
Kg,Singapur (República de),2003,abril,0
Kg,Suecia (Reino de),2003,abril,63360
Kg,"Belgica, (Reino de)",2003,abril,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,abril,364611
Kg,China (República Popular de),2003,abril,0
Kg,Alemania (República Federal de),2003,abril,0
Kg,Total,2003,mayo,4510600
Kg,Estados Unidos de America,2003,mayo,682539
Kg,El Salvador (República de ),2003,mayo,69000
Kg,Japon,2003,mayo,1609632
Kg,Francia,2003,mayo,441907
Kg,Canada,2003,mayo,766907
Kg,Guatemala (República de),2003,mayo,234801
Kg,Honduras (República de),2003,mayo,0
Kg,Costa Rica (República de),2003,mayo,411120
Kg,España (Reino de),2003,mayo,122683
Kg,Paises Bajos (Reino de Los),2003,mayo,84480
Kg,Hong Kong (Teritorio de ),2003,mayo,0
Kg,Singapur (República de),2003,mayo,0
Kg,Suecia (Reino de),2003,mayo,0
Kg,"Belgica, (Reino de)",2003,mayo,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,mayo,87531
Kg,China (República Popular de),2003,mayo,0
Kg,Alemania (República Federal de),2003,mayo,0
Kg,Total,2003,junio,3780011
Kg,Estados Unidos de America,2003,junio,121732
Kg,El Salvador (República de ),2003,junio,43173
Kg,Japon,2003,junio,1249708
Kg,Francia,2003,junio,357653
Kg,Canada,2003,junio,1131667
Kg,Guatemala (República de),2003,junio,190400
Kg,Honduras (República de),2003,junio,32099
Kg,Costa Rica (República de),2003,junio,431132
Kg,España (Reino de),2003,junio,112195
Kg,Paises Bajos (Reino de Los),2003,junio,105072
Kg,Hong Kong (Teritorio de ),2003,junio,0
Kg,Singapur (República de),2003,junio,0
Kg,Suecia (Reino de),2003,junio,0
Kg,"Belgica, (Reino de)",2003,junio,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,junio,5180
Kg,China (República Popular de),2003,junio,0
Kg,Alemania (República Federal de),2003,junio,0
Kg,Total,2003,julio,5481306
Kg,Estados Unidos de America,2003,julio,156507
Kg,El Salvador (República de ),2003,julio,406666
Kg,Japon,2003,julio,2092197
Kg,Francia,2003,julio,432114
Kg,Canada,2003,julio,1298804
Kg,Guatemala (República de),2003,julio,379180
Kg,Honduras (República de),2003,julio,95200
Kg,Costa Rica (República de),2003,julio,385320
Kg,España (Reino de),2003,julio,89578
Kg,Paises Bajos (Reino de Los),2003,julio,20592
Kg,Hong Kong (Teritorio de ),2003,julio,38400
Kg,Singapur (República de),2003,julio,0
Kg,Suecia (Reino de),2003,julio,84480
Kg,"Belgica, (Reino de)",2003,julio,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,julio,2268
Kg,China (República Popular de),2003,julio,0
Kg,Alemania (República Federal de),2003,julio,0
Kg,Total,2003,agosto,8427150
Kg,Estados Unidos de America,2003,agosto,163376
Kg,El Salvador (República de ),2003,agosto,580312
Kg,Japon,2003,agosto,3243834
Kg,Francia,2003,agosto,1722547
Kg,Canada,2003,agosto,1113162
Kg,Guatemala (República de),2003,agosto,309400
Kg,Honduras (República de),2003,agosto,88900
Kg,Costa Rica (República de),2003,agosto,390040
Kg,España (Reino de),2003,agosto,367509
Kg,Paises Bajos (Reino de Los),2003,agosto,108340
Kg,Hong Kong (Teritorio de ),2003,agosto,19200
Kg,Singapur (República de),2003,agosto,0
Kg,Suecia (Reino de),2003,agosto,168960
Kg,"Belgica, (Reino de)",2003,agosto,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,agosto,151570
Kg,China (República Popular de),2003,agosto,0
Kg,Alemania (República Federal de),2003,agosto,0
Kg,Total,2003,septiembre,10260412
Kg,Estados Unidos de America,2003,septiembre,106697
Kg,El Salvador (República de ),2003,septiembre,1006271
Kg,Japon,2003,septiembre,3443099
Kg,Francia,2003,septiembre,2698090
Kg,Canada,2003,septiembre,1136849
Kg,Guatemala (República de),2003,septiembre,428400
Kg,Honduras (República de),2003,septiembre,190884
Kg,Costa Rica (República de),2003,septiembre,412720
Kg,España (Reino de),2003,septiembre,382039
Kg,Paises Bajos (Reino de Los),2003,septiembre,155808
Kg,Hong Kong (Teritorio de ),2003,septiembre,19200
Kg,Singapur (República de),2003,septiembre,0
Kg,Suecia (Reino de),2003,septiembre,21120
Kg,"Belgica, (Reino de)",2003,septiembre,18405
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,septiembre,206054
Kg,China (República Popular de),2003,septiembre,16416
Kg,Alemania (República Federal de),2003,septiembre,18360
Kg,Total,2003,octubre,15548874
Kg,Estados Unidos de America,2003,octubre,6268853
Kg,El Salvador (República de ),2003,octubre,1240545
Kg,Japon,2003,octubre,2835115
Kg,Francia,2003,octubre,2216049
Kg,Canada,2003,octubre,1104286
Kg,Guatemala (República de),2003,octubre,559256
Kg,Honduras (República de),2003,octubre,492600
Kg,Costa Rica (República de),2003,octubre,391700
Kg,España (Reino de),2003,octubre,63384
Kg,Paises Bajos (Reino de Los),2003,octubre,208894
Kg,Hong Kong (Teritorio de ),2003,octubre,38400
Kg,Singapur (República de),2003,octubre,0
Kg,Suecia (Reino de),2003,octubre,0
Kg,"Belgica, (Reino de)",2003,octubre,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,octubre,129792
Kg,China (República Popular de),2003,octubre,0
Kg,Alemania (República Federal de),2003,octubre,0
Kg,Total,2003,noviembre,12731763
Kg,Estados Unidos de America,2003,noviembre,4121177
Kg,El Salvador (República de ),2003,noviembre,1374201
Kg,Japon,2003,noviembre,2110070
Kg,Francia,2003,noviembre,2553069
Kg,Canada,2003,noviembre,1080986
Kg,Guatemala (República de),2003,noviembre,496300
Kg,Honduras (República de),2003,noviembre,475800
Kg,Costa Rica (República de),2003,noviembre,437600
Kg,España (Reino de),2003,noviembre,0
Kg,Paises Bajos (Reino de Los),2003,noviembre,63360
Kg,Hong Kong (Teritorio de ),2003,noviembre,19200
Kg,Singapur (República de),2003,noviembre,0
Kg,Suecia (Reino de),2003,noviembre,0
Kg,"Belgica, (Reino de)",2003,noviembre,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,noviembre,0
Kg,China (República Popular de),2003,noviembre,0
Kg,Alemania (República Federal de),2003,noviembre,0
Kg,Total,2003,diciembre,13391747
Kg,Estados Unidos de America,2003,diciembre,5506864
Kg,El Salvador (República de ),2003,diciembre,1726972
Kg,Japon,2003,diciembre,1707609
Kg,Francia,2003,diciembre,1401575
Kg,Canada,2003,diciembre,1120738
Kg,Guatemala (República de),2003,diciembre,623035
Kg,Honduras (República de),2003,diciembre,611938
Kg,Costa Rica (República de),2003,diciembre,599896
Kg,España (Reino de),2003,diciembre,42240
Kg,Paises Bajos (Reino de Los),2003,diciembre,21120
Kg,Hong Kong (Teritorio de ),2003,diciembre,19200
Kg,Singapur (República de),2003,diciembre,10560
Kg,Suecia (Reino de),2003,diciembre,0
Kg,"Belgica, (Reino de)",2003,diciembre,0
Kg,Reino Unido de la Gran Bretaña e Irlanda d,2003,diciembre,0
Kg,China (República Popular de),2003,diciembre,0
Kg,Alemania (República Federal de),2003,diciembre,0
USD,Total,2004,enero,23126741
USD,Estados Unidos de America,2004,enero,11149665
USD,Japon,2004,enero,2495701
USD,El Salvador (República de ),2004,enero,2396528
USD,Canada,2004,enero,2188777
USD,Francia,2004,enero,1868222
USD,Honduras (República de),2004,enero,1066358
USD,Guatemala (República de),2004,enero,747863
USD,Costa Rica (República de),2004,enero,927261
USD,Hong Kong (Teritorio de ),2004,enero,58814
USD,Paises Bajos (Reino de Los),2004,enero,195040
USD,España (Reino de),2004,enero,0
USD,Alemania (República Federal de),2004,enero,0
USD,"Belgica, (Reino de)",2004,enero,0
USD,Chile(República de ),2004,enero,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,enero,32512
USD,Italia,2004,enero,0
USD,Panama (República de),2004,enero,0
USD,Rusia antes U.R.S.S.,2004,enero,0
USD,Total,2004,febrero,22572948
USD,Estados Unidos de America,2004,febrero,8429620
USD,Japon,2004,febrero,3701122
USD,El Salvador (República de ),2004,febrero,2223595
USD,Canada,2004,febrero,2040705
USD,Francia,2004,febrero,2609713
USD,Honduras (República de),2004,febrero,1249154
USD,Guatemala (República de),2004,febrero,833194
USD,Costa Rica (República de),2004,febrero,1097996
USD,Hong Kong (Teritorio de ),2004,febrero,29463
USD,Paises Bajos (Reino de Los),2004,febrero,128692
USD,España (Reino de),2004,febrero,65110
USD,Alemania (República Federal de),2004,febrero,0
USD,"Belgica, (Reino de)",2004,febrero,0
USD,Chile(República de ),2004,febrero,35777
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,febrero,93380
USD,Italia,2004,febrero,12
USD,Panama (República de),2004,febrero,35415
USD,Rusia antes U.R.S.S.,2004,febrero,0
USD,Total,2004,marzo,30717128
USD,Estados Unidos de America,2004,marzo,15111984
USD,Japon,2004,marzo,4530099
USD,El Salvador (República de ),2004,marzo,2273536
USD,Canada,2004,marzo,2735544
USD,Francia,2004,marzo,2066575
USD,Honduras (República de),2004,marzo,1355243
USD,Guatemala (República de),2004,marzo,749358
USD,Costa Rica (República de),2004,marzo,1108771
USD,Hong Kong (Teritorio de ),2004,marzo,59780
USD,Paises Bajos (Reino de Los),2004,marzo,230172
USD,España (Reino de),2004,marzo,0
USD,Alemania (República Federal de),2004,marzo,32818
USD,"Belgica, (Reino de)",2004,marzo,32912
USD,Chile(República de ),2004,marzo,328541
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,marzo,101795
USD,Italia,2004,marzo,0
USD,Panama (República de),2004,marzo,0
USD,Rusia antes U.R.S.S.,2004,marzo,0
USD,Total,2004,abril,21176008
USD,Estados Unidos de America,2004,abril,8578867
USD,Japon,2004,abril,4388776
USD,El Salvador (República de ),2004,abril,1298572
USD,Canada,2004,abril,2796434
USD,Francia,2004,abril,1048168
USD,Honduras (República de),2004,abril,702596
USD,Guatemala (República de),2004,abril,578340
USD,Costa Rica (República de),2004,abril,1055542
USD,Hong Kong (Teritorio de ),2004,abril,30857
USD,Paises Bajos (Reino de Los),2004,abril,134919
USD,España (Reino de),2004,abril,30503
USD,Alemania (República Federal de),2004,abril,0
USD,"Belgica, (Reino de)",2004,abril,0
USD,Chile(República de ),2004,abril,472549
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,abril,59885
USD,Italia,2004,abril,0
USD,Panama (República de),2004,abril,0
USD,Rusia antes U.R.S.S.,2004,abril,0
USD,Total,2004,mayo,13001721
USD,Estados Unidos de America,2004,mayo,71486
USD,Japon,2004,mayo,4810344
USD,El Salvador (República de ),2004,mayo,838715
USD,Canada,2004,mayo,3119156
USD,Francia,2004,mayo,623470
USD,Honduras (República de),2004,mayo,671013
USD,Guatemala (República de),2004,mayo,711652
USD,Costa Rica (República de),2004,mayo,1526278
USD,Hong Kong (Teritorio de ),2004,mayo,0
USD,Paises Bajos (Reino de Los),2004,mayo,0
USD,España (Reino de),2004,mayo,0
USD,Alemania (República Federal de),2004,mayo,0
USD,"Belgica, (Reino de)",2004,mayo,0
USD,Chile(República de ),2004,mayo,629607
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,mayo,0
USD,Italia,2004,mayo,0
USD,Panama (República de),2004,mayo,0
USD,Rusia antes U.R.S.S.,2004,mayo,0
USD,Total,2004,junio,10038626
USD,Estados Unidos de America,2004,junio,83002
USD,Japon,2004,junio,3994232
USD,El Salvador (República de ),2004,junio,297840
USD,Canada,2004,junio,2870524
USD,Francia,2004,junio,507120
USD,Honduras (República de),2004,junio,520696
USD,Guatemala (República de),2004,junio,632133
USD,Costa Rica (República de),2004,junio,746857
USD,Hong Kong (Teritorio de ),2004,junio,0
USD,Paises Bajos (Reino de Los),2004,junio,0
USD,España (Reino de),2004,junio,110962
USD,Alemania (República Federal de),2004,junio,0
USD,"Belgica, (Reino de)",2004,junio,0
USD,Chile(República de ),2004,junio,275260
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,junio,0
USD,Italia,2004,junio,0
USD,Panama (República de),2004,junio,0
USD,Rusia antes U.R.S.S.,2004,junio,0
USD,Total,2004,julio,11537505
USD,Estados Unidos de America,2004,julio,86915
USD,Japon,2004,julio,5359552
USD,El Salvador (República de ),2004,julio,800839
USD,Canada,2004,julio,2760412
USD,Francia,2004,julio,355072
USD,Honduras (República de),2004,julio,542715
USD,Guatemala (República de),2004,julio,727019
USD,Costa Rica (República de),2004,julio,873110
USD,Hong Kong (Teritorio de ),2004,julio,31871
USD,Paises Bajos (Reino de Los),2004,julio,0
USD,España (Reino de),2004,julio,0
USD,Alemania (República Federal de),2004,julio,0
USD,"Belgica, (Reino de)",2004,julio,0
USD,Chile(República de ),2004,julio,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,julio,0
USD,Italia,2004,julio,0
USD,Panama (República de),2004,julio,0
USD,Rusia antes U.R.S.S.,2004,julio,0
USD,Total,2004,agosto,13417888
USD,Estados Unidos de America,2004,agosto,55686
USD,Japon,2004,agosto,3940546
USD,El Salvador (República de ),2004,agosto,910795
USD,Canada,2004,agosto,2679584
USD,Francia,2004,agosto,3457285
USD,Honduras (República de),2004,agosto,355474
USD,Guatemala (República de),2004,agosto,604327
USD,Costa Rica (República de),2004,agosto,641323
USD,Hong Kong (Teritorio de ),2004,agosto,32068
USD,Paises Bajos (Reino de Los),2004,agosto,563487
USD,España (Reino de),2004,agosto,177313
USD,Alemania (República Federal de),2004,agosto,0
USD,"Belgica, (Reino de)",2004,agosto,0
USD,Chile(República de ),2004,agosto,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,agosto,0
USD,Italia,2004,agosto,0
USD,Panama (República de),2004,agosto,0
USD,Rusia antes U.R.S.S.,2004,agosto,0
USD,Total,2004,septiembre,8959383
USD,Estados Unidos de America,2004,septiembre,31794
USD,Japon,2004,septiembre,2057713
USD,El Salvador (República de ),2004,septiembre,933811
USD,Canada,2004,septiembre,1471631
USD,Francia,2004,septiembre,2725926
USD,Honduras (República de),2004,septiembre,146656
USD,Guatemala (República de),2004,septiembre,404693
USD,Costa Rica (República de),2004,septiembre,443537
USD,Hong Kong (Teritorio de ),2004,septiembre,18968
USD,Paises Bajos (Reino de Los),2004,septiembre,372564
USD,España (Reino de),2004,septiembre,315475
USD,Alemania (República Federal de),2004,septiembre,36615
USD,"Belgica, (Reino de)",2004,septiembre,0
USD,Chile(República de ),2004,septiembre,0
USD,Reino Unido de la Gran Bretaña e Irlanda d,2004,septiembre,0
USD,Italia,2004,septiembre,0
USD,Panama (República de),2004,septiembre,0
USD,Rusia antes U.R.S.S.,2004,septiembre,0
USD,Total,2004,octubre,17897054
USD,Estados Unidos de America,2004,octubre,4152224
USD,Japon,2004,octubre,4219981
USD,El Salvador (República de ),2004,octubre,2027377
USD,Canada,2004,octubre,2207257
USD,Francia,2004,octubre,2016795
USD,Honduras (República de),2004,octubre,764368
USD,Guatemala (República de),2004,octubre,912689
USD,Costa Rica (República de),2004,octubre,910567
USD,Hong Kong (Teritorio de ),2004,octubre,73548
USD,Paises Bajos (Reino de Los),2004,octubre,352769
