Anio,Idestado,Nomestado,Volumenproduccion,Precio,Valorproduccion
2007,3,Baja California Sur,386.75,8000.0,3094000.0
2007,3,Baja California Sur,175.0,9336.0,1633800.0
2007,3,Baja California Sur,30.0,11000.0,330000.0
2007,2,Baja California,17.0,8550.0,145350.0
2007,2,Baja California,54.06,9750.0,527085.0
2007,2,Baja California,0.0,0.0,0.0
2007,1,Aguascalientes,96.0,6500.0,624000.0
2007,4,Campeche,180.0,2000.0,360000.0
2007,7,Chiapas,24.0,3200.0,76800.0
2007,7,Chiapas,56.0,7000.0,392000.0
2007,22,Querétaro,102.5,7514.64,770250.6
2007,20,Oaxaca,6.2,4116.13,25520.01
2007,20,Oaxaca,62.0,4174.19,258799.78
2007,20,Oaxaca,55.0,5375.0,295625.0
2007,20,Oaxaca,12.4,4120.0,51088.0
2007,20,Oaxaca,9.3,4085.16,37991.99
2007,20,Oaxaca,12.4,4120.97,51100.03
2007,20,Oaxaca,80.0,5000.0,400000.0
2007,20,Oaxaca,260.0,5000.0,1300000.0
2007,20,Oaxaca,20.0,5000.0,100000.0
2007,20,Oaxaca,60.0,5000.0,300000.0
2007,20,Oaxaca,40.0,5000.0,200000.0
2007,20,Oaxaca,40.0,5000.0,200000.0
2007,20,Oaxaca,180.0,5000.0,900000.0
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,8.0,6500.0,52000.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,12.0,6500.0,78000.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,28.0,6500.0,182000.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,8.0,6500.0,52000.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,18.6,4116.13,76560.02
2007,20,Oaxaca,62.0,4106.45,254599.9
2007,20,Oaxaca,71.3,4106.45,292789.88
2007,21,Puebla,1010.4,2157.14,2179575.0
2007,21,Puebla,178.2,2156.57,384300.0
2007,21,Puebla,30.0,7000.0,210000.0
2007,20,Oaxaca,4.64,4065.0,18861.6
2007,20,Oaxaca,15.6,4058.0,63304.8
2007,20,Oaxaca,4.6,4065.22,18700.01
2007,20,Oaxaca,72.6,4045.45,293699.67
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,12.8,4045.0,51776.0
2007,20,Oaxaca,18.6,4044.0,75218.4
2007,20,Oaxaca,6.0,4042.0,24252.0
2007,20,Oaxaca,40.0,6500.0,260000.0
2007,20,Oaxaca,6.2,4040.0,25048.0
2007,20,Oaxaca,12.8,4043.0,51750.4
2007,20,Oaxaca,12.0,4042.0,48504.0
2007,20,Oaxaca,9.0,4042.0,36378.0
2007,20,Oaxaca,25.6,4043.0,103500.8
2007,20,Oaxaca,18.6,4046.0,75255.6
2007,20,Oaxaca,89.6,5224.5,468115.2
2007,20,Oaxaca,6.0,4042.0,24252.0
2007,20,Oaxaca,6.0,4046.0,24276.0
2007,20,Oaxaca,18.6,4042.0,75181.2
2007,20,Oaxaca,25.6,4041.0,103449.6
2007,20,Oaxaca,15.5,4120.97,63875.04
2007,20,Oaxaca,93.6,5375.96,503189.86
2007,20,Oaxaca,12.0,4044.0,48528.0
2007,21,Puebla,1203.21,2180.68,2623815.0
2007,20,Oaxaca,4.0,6500.0,26000.0
2007,20,Oaxaca,8.0,6500.0,52000.0
2007,18,Nayarit,66.4,1200.0,79680.0
2007,18,Nayarit,8415.44,4400.0,37027936.0
2007,18,Nayarit,324.0,6000.0,1944000.0
2007,18,Nayarit,38.5,6000.0,231000.0
2007,18,Nayarit,2.5,3000.0,7500.0
2007,18,Nayarit,27.0,5000.0,135000.0
2007,18,Nayarit,30.0,5000.0,150000.0
2007,18,Nayarit,12.0,4000.0,48000.0
2007,18,Nayarit,31.5,5000.0,157500.0
2007,18,Nayarit,64.0,6000.0,384000.0
2007,18,Nayarit,21.0,8000.0,168000.0
2007,18,Nayarit,15.0,3000.0,45000.0
2007,18,Nayarit,42.0,9000.0,378000.0
2007,17,Morelos,1715.0,11763.85,20175000.0
2007,17,Morelos,184.0,8000.0,1472000.0
2007,17,Morelos,7840.0,9622.45,75440000.0
2007,17,Morelos,16.0,12000.0,192000.0
2007,17,Morelos,12380.0,11547.66,142960000.0
2007,17,Morelos,72.0,9200.0,662400.0
2007,17,Morelos,24.0,6400.0,153600.0
2007,17,Morelos,219.0,11000.0,2409000.0
2007,17,Morelos,4.0,5400.0,21600.0
2007,17,Morelos,2540.0,12000.0,30480000.0
2007,17,Morelos,340.0,8500.0,2890000.0
2007,17,Morelos,3.6,8000.0,28800.0
2007,18,Nayarit,3840.0,1200.0,4608000.0
2007,18,Nayarit,841.5,4000.0,3366000.0
2007,18,Nayarit,8939.7,4000.0,35758800.0
2007,19,Nuevo León,101.4,8700.0,882180.0
2007,20,Oaxaca,36.0,6500.0,234000.0
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,800.0,7000.0,5600000.0
2007,20,Oaxaca,5.2,9200.0,47840.0
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,24.0,12000.0,288000.0
2007,20,Oaxaca,5.0,12000.0,60000.0
2007,20,Oaxaca,5.0,11900.0,59500.0
2007,20,Oaxaca,31.56,11500.0,362940.0
2007,20,Oaxaca,20.0,11500.0,230000.0
2007,20,Oaxaca,18.4,10800.0,198720.0
2007,20,Oaxaca,92.0,8400.0,772800.0
2007,20,Oaxaca,16.0,6500.0,104000.0
2007,20,Oaxaca,54.0,8000.0,432000.0
2007,20,Oaxaca,23.0,9000.0,207000.0
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,0.0,0.0,0.0
2007,20,Oaxaca,1.52,9200.0,13984.0
2007,19,Nuevo León,345.0,7000.0,2415000.0
2007,19,Nuevo León,1720.0,7000.0,12040000.0
2007,19,Nuevo León,76.0,6500.0,494000.0
2007,19,Nuevo León,25.0,12000.0,300000.0
2007,19,Nuevo León,1372.0,10000.0,13720000.0
2007,19,Nuevo León,30.0,12000.0,360000.0
2007,19,Nuevo León,3.0,6500.0,19500.0
2007,19,Nuevo León,174.2,8700.0,1515540.0
2007,20,Oaxaca,11.8,9600.0,113280.0
2007,21,Puebla,135.0,7000.0,945000.0
2007,21,Puebla,135.0,7000.0,945000.0
2007,21,Puebla,600.0,8000.0,4800000.0
2007,31,Yucatán,35.0,4000.0,140000.0
2007,31,Yucatán,16.0,3000.0,48000.0
2007,31,Yucatán,190.5,2500.0,476250.0
2007,31,Yucatán,4.0,5750.0,23000.0
2007,31,Yucatán,60.0,5500.0,330000.0
2007,31,Yucatán,225.0,5500.0,1237500.0
2007,31,Yucatán,45.0,5500.0,247500.0
2007,31,Yucatán,22.5,4000.0,90000.0
2007,31,Yucatán,15.0,4000.0,60000.0
2007,31,Yucatán,12.0,2000.0,24000.0
2007,31,Yucatán,12.0,2000.0,24000.0
2007,31,Yucatán,12.0,2000.0,24000.0
2007,31,Yucatán,24.0,2000.0,48000.0
2007,31,Yucatán,12.0,2000.0,24000.0
2007,31,Yucatán,24.0,2000.0,48000.0
2007,31,Yucatán,12.0,2000.0,24000.0
2007,31,Yucatán,10.0,4000.0,40000.0
2007,31,Yucatán,8.0,4000.0,32000.0
2007,31,Yucatán,12.0,4000.0,48000.0
2007,31,Yucatán,4.0,3000.0,12000.0
2007,31,Yucatán,4.0,4000.0,16000.0
2007,31,Yucatán,5.0,4000.0,20000.0
2007,31,Yucatán,26.4,3000.0,79200.0
2007,31,Yucatán,10.0,4000.0,40000.0
2007,31,Yucatán,28.0,5000.0,140000.0
2007,31,Yucatán,153.0,1500.0,229500.0
2007,31,Yucatán,1878.0,2000.0,3756000.0
2007,31,Yucatán,39.0,2500.0,97500.0
2007,31,Yucatán,811.0,2000.0,1622000.0
2007,32,Zacatecas,261.8,4000.0,1047200.0
2007,32,Zacatecas,90.0,6300.0,567000.0
2007,32,Zacatecas,12.0,6500.0,78000.0
2007,32,Zacatecas,16.0,4200.0,67200.0
2007,32,Zacatecas,14.0,6200.0,86800.0
2007,32,Zacatecas,8.0,2000.0,16000.0
2007,31,Yucatán,24.0,8000.0,192000.0
2007,31,Yucatán,9.0,8000.0,72000.0
2007,31,Yucatán,6.0,6000.0,36000.0
2007,31,Yucatán,23.8,4000.0,95200.0
2007,31,Yucatán,36.9,4000.0,147600.0
2007,31,Yucatán,5.1,3000.0,15300.0
2007,31,Yucatán,140.0,5000.0,700000.0
2007,31,Yucatán,14.4,3000.0,43200.0
2007,31,Yucatán,80.0,2000.0,160000.0
2007,31,Yucatán,99.0,2000.0,198000.0
2007,31,Yucatán,20.0,2000.0,40000.0
2007,31,Yucatán,18.0,2000.0,36000.0
2007,31,Yucatán,90.0,2000.0,180000.0
2007,31,Yucatán,20.0,2000.0,40000.0
2007,31,Yucatán,30.0,2400.0,72000.0
2007,31,Yucatán,160.0,2400.0,384000.0
2007,31,Yucatán,1590.0,3000.0,4770000.0
2007,31,Yucatán,25.0,2000.0,50000.0
2007,31,Yucatán,3945.0,2500.0,9862500.0
2007,31,Yucatán,579.0,2000.0,1158000.0
2007,31,Yucatán,31.0,6000.0,186000.0
2007,31,Yucatán,28.0,5000.0,140000.0
2007,31,Yucatán,42.0,5000.0,210000.0
2007,30,Veracruz,900.0,8000.0,7200000.0
2007,23,Quintana Roo,247.5,1220.0,301950.0
2007,22,Querétaro,26.0,4150.0,107900.0
2007,22,Querétaro,18.3,5655.73,103499.86
2007,22,Querétaro,94.0,5900.0,554600.0
2007,22,Querétaro,109.05,6726.26,733498.65
2007,21,Puebla,1255.0,6715.14,8427500.0
2007,21,Puebla,1220.0,6893.44,8410000.0
2007,21,Puebla,180.0,5200.0,936000.0
2007,21,Puebla,35.75,4765.73,170375.0
2007,21,Puebla,62.33,6000.0,373980.0
2007,21,Puebla,127.63,6000.0,765780.0
2007,21,Puebla,93.75,5500.0,515625.0
2007,24,San Luis Potosí,40.0,6000.0,240000.0
2007,21,Puebla,960.29,6570.43,6309520.0
2007,21,Puebla,60.9,6000.0,365400.0
2007,21,Puebla,1322.85,6270.84,8295380.0
2007,21,Puebla,31.25,2500.0,78125.0
2007,21,Puebla,1765.75,6779.49,11970880.0
2007,21,Puebla,208.0,4000.0,832000.0
2007,21,Puebla,307.2,4000.0,1228800.0
2007,21,Puebla,45.0,7000.0,315000.0
2007,21,Puebla,180.0,7000.0,1260000.0
2007,21,Puebla,300.0,8000.0,2400000.0
2007,21,Puebla,270.0,8000.0,2160000.0
2007,21,Puebla,1200.0,8000.0,9600000.0
2007,21,Puebla,150.0,8000.0,1200000.0
2007,21,Puebla,223.58,6500.94,1453480.0
2007,17,Morelos,18.0,7000.0,126000.0
2007,24,San Luis Potosí,10.0,8000.0,80000.0
2007,25,Sinaloa,75.0,5800.0,435000.0
2007,30,Veracruz,500.0,8000.0,4000000.0
2007,30,Veracruz,320.0,8000.0,2560000.0
2007,30,Veracruz,12.0,5000.0,60000.0
2007,30,Veracruz,18.0,5000.0,90000.0
2007,30,Veracruz,18.0,5000.0,90000.0
2007,30,Veracruz,16.0,4000.0,64000.0
2007,30,Veracruz,9.0,5000.0,45000.0
2007,30,Veracruz,920.0,8000.0,7360000.0
2007,30,Veracruz,75.0,10000.0,750000.0
2007,30,Veracruz,450.0,8000.0,3600000.0
2007,28,Tamaulipas,180.0,1000.0,180000.0
2007,28,Tamaulipas,28.0,5000.0,140000.0
2007,25,Sinaloa,151.0,5800.0,875800.0
2007,28,Tamaulipas,22.5,8000.0,180000.0
2007,27,Tabasco,8.0,7000.0,56000.0
2007,27,Tabasco,55.0,7000.0,385000.0
2007,27,Tabasco,25.0,5000.0,125000.0
2007,27,Tabasco,75.0,4000.0,300000.0
2007,27,Tabasco,6.0,3500.0,21000.0
2007,27,Tabasco,93.0,3000.0,279000.0
2007,27,Tabasco,110.0,3027.27,332999.7
2007,27,Tabasco,158.0,3047.46,481498.68
2007,26,Sonora,48.0,3000.0,144000.0
2007,26,Sonora,48.0,3000.0,144000.0
2007,26,Sonora,180.0,3000.0,540000.0
2007,25,Sinaloa,16.0,8000.0,128000.0
2007,28,Tamaulipas,155.75,2500.0,389375.0
2007,17,Morelos,18.0,8000.0,144000.0
2007,20,Oaxaca,20.0,6500.0,130000.0
2007,16,Michoacán,3600.0,5800.0,20880000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,15.0,6000.0,90000.0
2007,14,Jalisco,142.2,6000.0,853200.0
2007,14,Jalisco,102.0,6000.0,612000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,60.0,8000.0,480000.0
2007,14,Jalisco,169.25,7950.0,1345537.5
2007,14,Jalisco,2.67,6699.0,17886.33
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,9.26,6820.0,63153.2
2007,14,Jalisco,152.0,12520.0,1903040.0
2007,14,Jalisco,48.5,7250.0,351625.0
2007,14,Jalisco,16.5,7700.0,127050.0
2007,14,Jalisco,275.0,7850.0,2158750.0
2007,13,Hidalgo,118.8,5800.0,689040.0
2007,13,Hidalgo,84.0,5700.0,478800.0
2007,13,Hidalgo,104.0,7500.0,780000.0
2007,13,Hidalgo,58.5,5700.0,333450.0
2007,13,Hidalgo,100.0,6500.0,650000.0
2007,13,Hidalgo,145.0,6000.0,870000.0
2007,13,Hidalgo,18.0,6000.0,108000.0
2007,13,Hidalgo,21.0,6000.0,126000.0
2007,13,Hidalgo,0.0,0.0,0.0
2007,13,Hidalgo,408.0,2500.0,1020000.0
2007,13,Hidalgo,360.0,6000.0,2160000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,65.0,9000.0,585000.0
2007,14,Jalisco,55.0,9800.0,539000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,296.0,7000.0,2072000.0
2007,14,Jalisco,12.5,6000.0,75000.0
2007,14,Jalisco,49.5,7000.0,346500.0
2007,14,Jalisco,316.2,7500.0,2371500.0
2007,14,Jalisco,120.0,7300.0,876000.0
2007,14,Jalisco,86.4,6950.0,600480.0
2007,14,Jalisco,304.0,7000.0,2128000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,225.0,6700.0,1507500.0
2007,14,Jalisco,96.0,7200.0,691200.0
2007,14,Jalisco,90.0,10000.0,900000.0
2007,14,Jalisco,30.0,10000.0,300000.0
2007,13,Hidalgo,660.0,5500.0,3630000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,16.0,12000.0,192000.0
2007,14,Jalisco,8.0,12000.0,96000.0
2007,14,Jalisco,65.0,12000.0,780000.0
2007,14,Jalisco,420.0,12000.0,5040000.0
2007,14,Jalisco,55.25,14300.0,790075.0
2007,14,Jalisco,279.5,14000.0,3913000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,16.0,6100.0,97600.0
2007,14,Jalisco,15.0,4500.0,67500.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,42.0,6100.0,256200.0
2007,14,Jalisco,18.0,12000.0,216000.0
2007,13,Hidalgo,120.0,5000.0,600000.0
2007,13,Hidalgo,12.0,4500.0,54000.0
2007,13,Hidalgo,40.0,4500.0,180000.0
2007,11,Guanajuato,7.0,4000.0,28000.0
2007,11,Guanajuato,14.0,4000.0,56000.0
2007,11,Guanajuato,35.0,2500.0,87500.0
2007,11,Guanajuato,36.0,4000.0,144000.0
2007,11,Guanajuato,10.4,6500.0,67600.0
2007,11,Guanajuato,720.0,2500.0,1800000.0
2007,11,Guanajuato,1185.0,4000.0,4740000.0
2007,11,Guanajuato,40.0,3700.0,148000.0
2007,11,Guanajuato,37.5,3700.0,138750.0
2007,11,Guanajuato,56.0,3500.0,196000.0
2007,10,Durango,7.0,14000.0,98000.0
2007,10,Durango,99.2,16000.0,1587200.0
2007,12,Guerrero,6000.0,12000.0,72000000.0
2007,10,Durango,130.43,16000.0,2086880.0
2007,10,Durango,1046.4,9000.0,9417600.0
2007,10,Durango,889.2,9000.0,8002800.0
2007,7,Chiapas,360.4,2000.0,720800.0
2007,7,Chiapas,70.0,5000.0,350000.0
2007,7,Chiapas,70.1,5000.0,350500.0
2007,7,Chiapas,280.4,5000.0,1402000.0
2007,7,Chiapas,191.7,5000.0,958500.0
2007,7,Chiapas,0.0,0.0,0.0
2007,7,Chiapas,57.5,3000.0,172500.0
2007,7,Chiapas,23.0,3000.0,69000.0
2007,7,Chiapas,9.0,3000.0,27000.0
2007,7,Chiapas,21.0,4000.0,84000.0
2007,10,Durango,1013.7,10000.0,10137000.0
2007,14,Jalisco,252.7,12000.0,3032400.0
2007,12,Guerrero,150.0,11000.0,1650000.0
2007,12,Guerrero,22.5,11000.0,247500.0
2007,12,Guerrero,24.0,11518.75,276450.0
2007,12,Guerrero,245.0,9892.14,2423574.3
2007,12,Guerrero,22.5,10150.0,228375.0
2007,12,Guerrero,115.0,11525.0,1325375.0
2007,12,Guerrero,207.0,10250.0,2121750.0
2007,12,Guerrero,9.0,10200.0,91800.0
2007,12,Guerrero,28.0,13333.33,373333.24
2007,17,Morelos,16.0,8000.0,128000.0
2007,12,Guerrero,24.0,3500.0,84000.0
2007,12,Guerrero,24.0,3500.0,84000.0
2007,12,Guerrero,4.0,8500.0,34000.0
2007,12,Guerrero,96.0,12000.0,1152000.0
2007,12,Guerrero,60.0,11500.0,690000.0
2007,12,Guerrero,48.0,9000.0,432000.0
2007,12,Guerrero,104.0,12000.0,1248000.0
2007,12,Guerrero,666.4,3100.0,2065840.0
2007,12,Guerrero,680.0,3100.0,2108000.0
2007,12,Guerrero,850.0,3100.0,2635000.0
2007,12,Guerrero,54.0,3200.0,172800.0
2007,12,Guerrero,9.5,3200.0,30400.0
2007,12,Guerrero,967.0,3100.0,2997700.0
2007,12,Guerrero,1330.0,3000.0,3990000.0
2007,12,Guerrero,353.0,3000.0,1059000.0
2007,12,Guerrero,152.0,3000.0,456000.0
2007,12,Guerrero,180.0,11000.0,1980000.0
2007,12,Guerrero,143.0,11500.0,1644500.0
2007,12,Guerrero,40.0,12000.0,480000.0
2007,14,Jalisco,133.0,17500.0,2327500.0
2007,12,Guerrero,63.0,3500.0,220500.0
2007,14,Jalisco,83.3,17500.0,1457750.0
2007,16,Michoacán,480.0,10000.0,4800000.0
2007,16,Michoacán,84.0,10000.0,840000.0
2007,16,Michoacán,632.0,12000.0,7584000.0
2007,16,Michoacán,2242.8,10320.0,23145696.0
2007,16,Michoacán,2464.0,10350.0,25502400.0
2007,16,Michoacán,36575.0,10380.0,379648500.0
2007,16,Michoacán,19669.0,10460.0,205737740.0
2007,16,Michoacán,3780.0,10264.0,38797920.0
2007,16,Michoacán,20400.0,10450.0,213180000.0
2007,16,Michoacán,4140.0,10500.0,43470000.0
2007,16,Michoacán,104968.8,10370.0,1088526456.0
2007,16,Michoacán,24840.0,10380.0,257839200.0
2007,16,Michoacán,30.0,10000.0,300000.0
2007,16,Michoacán,4089.0,8850.0,36187650.0
2007,16,Michoacán,1980.05,8700.0,17226435.0
2007,16,Michoacán,4025.0,8850.0,35621250.0
2007,16,Michoacán,215.0,8900.0,1913500.0
2007,16,Michoacán,2632.0,5820.0,15318240.0
2007,16,Michoacán,10600.0,8000.0,84800000.0
2007,16,Michoacán,11880.0,11870.0,141015600.0
2007,16,Michoacán,4355.0,11000.0,47905000.0
2007,16,Michoacán,2000.0,9000.0,18000000.0
2007,16,Michoacán,48199.3,10000.0,481993000.0
2007,16,Michoacán,140381.64,12000.0,1684579680.0
2007,16,Michoacán,125355.5,12000.0,1504266000.0
2007,16,Michoacán,63189.6,13000.0,821464800.0
2007,16,Michoacán,426.6,8700.0,3711420.0
2007,16,Michoacán,12008.0,12500.0,150100000.0
2007,16,Michoacán,37500.0,10000.0,375000000.0
2007,16,Michoacán,47698.0,10000.0,476980000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,16,Michoacán,2765.0,6100.0,16866500.0
2007,16,Michoacán,1130.5,6000.0,6783000.0
2007,16,Michoacán,105.0,5800.0,609000.0
2007,16,Michoacán,59.5,5800.0,345100.0
2007,16,Michoacán,153.3,5800.0,889140.0
2007,16,Michoacán,312.0,6500.0,2028000.0
2007,16,Michoacán,416.0,6500.0,2704000.0
2007,16,Michoacán,0.0,0.0,0.0
2007,16,Michoacán,120.0,6450.0,774000.0
2007,16,Michoacán,0.0,0.0,0.0
2007,16,Michoacán,132.0,6500.0,858000.0
2007,16,Michoacán,54500.0,10000.0,545000000.0
2007,16,Michoacán,0.0,0.0,0.0
2007,16,Michoacán,15.0,5000.0,75000.0
2007,16,Michoacán,24.0,5000.0,120000.0
2007,16,Michoacán,0.0,0.0,0.0
2007,16,Michoacán,0.0,0.0,0.0
2007,16,Michoacán,0.0,0.0,0.0
2007,16,Michoacán,30.0,8500.0,255000.0
2007,16,Michoacán,1992.0,8200.0,16334400.0
2007,16,Michoacán,3000.0,8725.0,26175000.0
2007,16,Michoacán,3036.0,12000.0,36432000.0
2007,16,Michoacán,1870.0,12000.0,22440000.0
2007,16,Michoacán,39391.0,10000.0,393910000.0
2007,16,Michoacán,41900.0,10000.0,419000000.0
2007,16,Michoacán,30.0,8000.0,240000.0
2007,16,Michoacán,52680.9,13500.0,711192150.0
2007,16,Michoacán,59484.0,10000.0,594840000.0
2007,16,Michoacán,2303.51,8820.0,20316958.2
2007,15,México,62.0,9000.0,558000.0
2007,15,México,90.0,9000.0,810000.0
2007,15,México,200.0,6000.0,1200000.0
2007,15,México,35.0,9000.0,315000.0
2007,15,México,29.0,6000.0,174000.0
2007,15,México,350.0,5314.31,1860009.0
2007,15,México,209.0,5808.61,1214000.0
2007,15,México,85.5,6099.42,521500.0
2007,15,México,704.0,5306.82,3735999.52
2007,14,Jalisco,8.2,14000.0,114800.0
2007,14,Jalisco,7.8,15000.0,117000.0
2007,14,Jalisco,22.5,15000.0,337500.0
2007,15,México,32.0,9000.0,288000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,12.6,12000.0,151200.0
2007,14,Jalisco,80.0,11250.0,900000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,85.0,7000.0,595000.0
2007,14,Jalisco,48.0,7000.0,336000.0
2007,14,Jalisco,56.0,10000.0,560000.0
2007,14,Jalisco,3240.0,12000.0,38880000.0
2007,14,Jalisco,2480.0,8000.0,19840000.0
2007,16,Michoacán,99.0,8691.0,860409.0
2007,14,Jalisco,0.0,0.0,0.0
2007,14,Jalisco,25.9,12000.0,310800.0
2007,15,México,38.0,8000.0,304000.0
2007,14,Jalisco,0.0,0.0,0.0
2007,15,México,1014.0,11000.0,11154000.0
2007,16,Michoacán,70.0,5500.0,385000.0
2007,15,México,150.0,7000.0,1050000.0
2007,15,México,950.0,12000.0,11400000.0
2007,15,México,55.0,8000.0,440000.0
2007,15,México,400.0,7000.0,2800000.0
2007,15,México,550.0,8000.0,4400000.0
2007,15,México,35.0,6500.0,227500.0
2007,15,México,16.0,4000.0,64000.0
2007,15,México,4.0,7000.0,28000.0
2007,15,México,300.0,8000.0,2400000.0
2007,15,México,48.0,7000.0,336000.0
2007,15,México,420.0,6000.0,2520000.0
2007,15,México,120.0,11500.0,1380000.0
2007,15,México,30.0,8000.0,240000.0
2007,15,México,140.0,9000.0,1260000.0
2007,15,México,280.0,8500.0,2380000.0
2007,15,México,40.0,8000.0,320000.0
2007,15,México,96.0,8000.0,768000.0
2007,15,México,20.0,8500.0,170000.0
2007,15,México,272.0,7800.0,2121600.0
2007,15,México,390.0,8000.0,3120000.0
2007,15,México,210.0,8000.0,1680000.0
2007,15,México,2000.0,10000.0,20000000.0
2007,15,México,1500.0,10500.0,15750000.0
2007,15,México,1210.0,12000.0,14520000.0
2007,15,México,6000.0,9000.0,54000000.0
2008,15,México,110.0,12250.0,1347500.0
2008,15,México,1252.5,7000.0,8767500.0
2008,15,México,102.0,12700.0,1295400.0
2008,15,México,36.0,12700.0,457200.0
2008,15,México,299.0,7500.0,2242500.0
2008,15,México,6820.0,8000.0,54560000.0
2008,15,México,119.45,6320.97,755040.0
2008,15,México,63.0,9222.22,581000.0
2008,15,México,42.6,12300.0,523980.0
2008,15,México,28.0,6832.14,191300.0
2008,15,México,36.5,9000.0,328500.0
2008,15,México,30.0,9260.0,277800.0
2008,15,México,20.4,5500.0,112200.0
2008,15,México,89.2,9269.06,826800.0
2008,15,México,752.0,8500.0,6392000.0
2008,15,México,252.0,12500.0,3150000.0
2008,15,México,4.25,12000.0,51000.0
2008,15,México,3420.0,8000.0,27360000.0
2008,15,México,480.0,12000.0,5760000.0
2008,15,México,600.0,12000.0,7200000.0
2008,15,México,373.0,6146.38,2292600.0
2008,15,México,200.0,12000.0,2400000.0
2008,15,México,40.0,13000.0,520000.0
2008,15,México,16.0,12000.0,192000.0
2008,15,México,322.5,12550.0,4047375.0
2008,15,México,43.5,9500.0,413250.0
2008,15,México,60.0,13000.0,780000.0
2008,15,México,280.0,13000.0,3640000.0
2008,15,México,160.0,12500.0,2000000.0
2008,15,México,386.0,12000.0,4632000.0
2008,15,México,1801.8,12250.0,22072050.0
2008,15,México,1802.5,10250.0,18475625.0
2008,15,México,391.5,9500.0,3719250.0
2008,15,México,212.5,6140.0,1304750.0
2008,14,Jalisco,288.8,8000.0,2310400.0
2008,15,México,439.5,5147.33,2262250.0
2008,14,Jalisco,314.5,9955.0,3130847.5
2008,14,Jalisco,9.75,6900.0,67275.0
2008,14,Jalisco,36.85,8000.0,294800.0
2008,14,Jalisco,344.5,7750.0,2669875.0
2008,14,Jalisco,111.75,7900.0,882825.0
2008,14,Jalisco,143.1,7600.0,1087560.0
2008,14,Jalisco,322.0,17000.0,5474000.0
2008,14,Jalisco,183.6,7100.0,1303560.0
2008,14,Jalisco,117.0,8200.0,959400.0
2008,14,Jalisco,91.0,12500.0,1137500.0
2008,14,Jalisco,31.5,12000.0,378000.0
2008,14,Jalisco,21.0,11000.0,231000.0
2008,15,México,180.0,12000.0,2160000.0
2008,14,Jalisco,0.0,0.0,0.0
2008,14,Jalisco,662.85,7250.0,4805662.5
2008,15,México,86.05,6125.04,527060.0
2008,14,Jalisco,105.0,17000.0,1785000.0
2008,14,Jalisco,100.0,17000.0,1700000.0
2008,14,Jalisco,11.0,11200.0,123200.0
2008,14,Jalisco,8.5,11200.0,95200.0
2008,14,Jalisco,27.0,11200.0,302400.0
2008,14,Jalisco,20.0,10000.0,200000.0
2008,14,Jalisco,8.2,10000.0,82000.0
2008,14,Jalisco,65.0,10000.0,650000.0
2008,14,Jalisco,0.0,0.0,0.0
2008,14,Jalisco,17.5,10000.0,175000.0
2008,14,Jalisco,600.0,14000.0,8400000.0
2008,14,Jalisco,60.0,14000.0,840000.0
2008,14,Jalisco,59.5,15000.0,892500.0
2008,14,Jalisco,3204.0,11950.0,38287800.0
2008,14,Jalisco,1440.0,12000.0,17280000.0
2008,14,Jalisco,0.0,0.0,0.0
2008,14,Jalisco,0.0,0.0,0.0
2008,16,Michoacán,69.0,10700.0,738300.0
2008,16,Michoacán,0.0,0.0,0.0
2008,16,Michoacán,99.0,11800.0,1168200.0
2008,16,Michoacán,9.0,9000.0,81000.0
2008,16,Michoacán,0.0,0.0,0.0
2008,16,Michoacán,0.0,0.0,0.0
2008,16,Michoacán,0.0,0.0,0.0
